"owner","package_id","dataset_name","resource_id","resource_name"
"pc","c387c782-fad0-4058-9900-79a6c5f9d7ea","Forest Dynamics - Kouchibouguac","fd43d355-bac8-4a97-a3fe-bb411d96cbc5","Forest Dynamics - Kouchibouguac - Recruitment Data - 2"
"pc","c387c782-fad0-4058-9900-79a6c5f9d7ea","Forest Dynamics - Kouchibouguac","e26ed7a8-c1f5-4b86-ab47-c315a6d4e2e0","Forest Dynamics - Kouchibouguac - Recruitment Metadata - 2"
"pc","c387c782-fad0-4058-9900-79a6c5f9d7ea","Forest Dynamics - Kouchibouguac","373d273f-1c7d-4ca2-80cf-5cbe000ec74b","Forest Dynamics - Kouchibouguac - Recruitment Data Dictionnary - 2"
"esdc-edsc","c488ca75-b78a-492b-9dfe-5490aebb3e31","Occupational Injuries amongst Employees under Canadian Federal Jurisdiction by Industry Sector: 2008-2019","006cab46-7035-4649-8f9d-91e45773e6ab","Occupational Injuries amongst Employees under Canadian Federal Jurisdiction by Industry Sector: 2008-2019"
"esdc-edsc","c488ca75-b78a-492b-9dfe-5490aebb3e31","Occupational Injuries amongst Employees under Canadian Federal Jurisdiction by Industry Sector: 2008-2019","ff2f8d3a-a583-47a2-92f0-7a0252de5e46","Occupational Injuries amongst Employees under Canadian Federal Jurisdiction by Industry Sector: 2008-2019"
"pc","c522329f-5d67-487b-a419-1db204821725","Alpine Terrestrial Birds - Glacier","7f789522-f597-49c3-ab2b-a8261402ed0e","Alpine Terrestrial Birds - Glacier - Data Dictionary"
"pc","c6aaeadb-94b4-4c95-baf3-808b59d806cb","Red-breasted Merganser - Kouchibouguac","336eed12-5e1f-47a6-a5e4-5d5d2d738537","Red Breasted Merganser - Kouchibouguac - Data"
"pc","c6aaeadb-94b4-4c95-baf3-808b59d806cb","Red-breasted Merganser - Kouchibouguac","6b4f4a4d-a368-4cbc-b41a-3e30f4550db2","Red Breasted Merganser - Kouchibouguac - Metadata"
"pc","cc5ea139-c628-46dc-ac55-a5b3351b7fdf","Human-wildlife coexistence incidents in selected national parks from 2010 to 2020","45069121-dfe7-4461-b8db-feb81e43fcf0","Human-wildlife coexistence data dictionary - Parks Canada"
"cfia-acia","cc64bc1f-542d-44e5-a209-c801c2c2c67d","CFIA-Undeclared Allergens and Gluten in Valentine’s Day-Themed Candy and Chocolate Products - 2018-2019","48befb4e-5510-4fc3-95cc-9ff3dc41c0e1","CFIA-Undeclared Allergens and Gluten in Valentine’s Day-Themed Candy and Chocolate Products - 2018-2019"
"tc","d0f54727-6c0b-4e5a-aa04-ea1463cf9f4c","Grade Crossings Inventory ","a53fda5b-134f-449d-a639-9b896065fc21","Grade Crossings Inventory"
"tc","d0f54727-6c0b-4e5a-aa04-ea1463cf9f4c","Grade Crossings Inventory ","78ea83eb-8a4a-4a5c-a3d1-0e47e228e5a5","Grade Crossings Inventory"
"cfia-acia","dabc0fee-c9b5-4b52-a97f-67dd0f0e8a87","CFIA-Undeclared Allergens and Gluten in Maple Products - 2018-2019","57d1a43b-3f36-4270-ac12-8e1a806e3e64","CFIA-Undeclared Allergens and Gluten in Maple Products - 2018-2019"
"pc","de1fb1f9-9a68-45b7-8539-7f75922df7a5","Coastal Forest Productivity - Pukaskwa","c4a83069-4020-41a8-a0f0-c3c8b43afe16","Coastal Forest Productivity - Pukaskwa"
"cfia-acia","e50a601d-8c81-4d54-9b31-cee7a0319bd6","CFIA-Undeclared Allergens and Gluten in Prepackaged Salads - 2018-2019","e81de630-5516-4561-bb9e-c9f5ee4da672","CFIA-Undeclared Allergens and Gluten in Prepackaged Salads - 2018-2019"
"pc","ec3b6dde-9a66-4cc0-9d1e-cb53ee8fd98a","Forest Birds - Pukaskwa","032c5517-c888-4057-9f47-805662bc7a57","Forest Birds - Pukaskwa - Survey Data"
"pc","ec3b6dde-9a66-4cc0-9d1e-cb53ee8fd98a","Forest Birds - Pukaskwa","45f2d96f-88dd-492c-9c5e-e87c24aec6c4","Forest Birds - Pukaskwa - Data Dictionary"
"tbs-sct","ecd1a913-47da-47fc-8f96-2432be420986","Proactive Disclosure - Question Period notes","c55a2862-7ec4-462c-a844-22acab664812","Question Period Notes"
"cfia-acia","eef2b841-9ebc-4a79-a9ba-99c19673a1cb","CFIA Undeclared Allergens and Gluten in Herb and Spice Products - 2015-2016 & 2017-2018","4d0a36e5-9ded-4a81-8fab-f676bb359f41","Undeclared Allergens and Gluten in Ground Single Spices 2015-16"
"cfia-acia","eef2b841-9ebc-4a79-a9ba-99c19673a1cb","CFIA Undeclared Allergens and Gluten in Herb and Spice Products - 2015-2016 & 2017-2018","c5ed240d-3738-4f54-aee5-0ccd2d47dc76","Undeclared_Allergens_and_Gluten_in_Imported_Powdered_&_Prepared_Spices 2017-2018"
"pc","f3616527-0c5d-4b01-baad-5aef0e3e86c8","River Otter - Kouchibouguac","065b3afb-084f-4af7-b753-c7635ebcbc2c","River Otter - Kouchibouguac - Data"
"pc","f47af768-99d7-419f-869b-85f0bfbce2a4","CABIN - Benthic Invertebrates - Kouchibouguac","4c5f0651-c95e-44a0-b749-35f6f6451268","CABIN Benthic Invertebrates - Kouchibouguac - Summary data"
"pc","f47af768-99d7-419f-869b-85f0bfbce2a4","CABIN - Benthic Invertebrates - Kouchibouguac","71b9cc0e-c0d5-4616-95c9-8592ed3df50c","CABIN Benthic Invertebrates - Kouchibouguac - Summary metadata"
"cfia-acia","f56db26f-4229-4ce2-8406-7a1acf6419b1","CFIA-Undeclared Allergens in Drink Mixes - 2017-2018","1eb86e57-1d04-4de9-a3c6-a68a5c59f4ef","CFIA-Undeclared Allergens in Drink Mixes - 2017-2018"
