PUBDATE_EN,PUBDATE_FR,TITLE_TEXT_EN,TITLE_URL_EN,TITLE_TEXT_FR,TITLE_URL_FR,TEASER_EN,TEASER_FR,ADDITIONAL_TOPICS_EN,ADDITIONAL_TOPICS_FR,AUDIENCE_EN,AUDIENCE_FR,TYPE_EN,TYPE_FR,DEPT_EN,DEPT_FR,LOCATION_EN,LOCATION_FR,MINISTER_EN,MINISTER_FR,TOPIC_EN,TOPIC_FR,SUBJECT_EN,SUBJECT_FR
2024-07-03 13:00:06,2024-07-03 13:00:06,Minister Ferrada to deliver remarks at the 2024 Diversity Conference,https://www.canada.ca/en/innovation-science-economic-development/news/2024/07/minister-ferrada-to-deliver-remarks-at-the-2024-diversity-conference.html,La ministre Ferrada prendra la parole lors de l’édition 2024 de la Conférence mondiale sur la diversité,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/07/la-ministre-ferrada-prendra-la-parole-lors-de-ledition-2024-de-la-conference-mondiale-sur-la-diversite.html,"The Honourable Soraya Martinez Ferrada, Minister of Tourism and Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec, will be in Calgary to deliver remarks at the World Diversity in Leadership Conference and participate in various activities in the region, including the Calgary Stampede.","La ministre du Tourisme et ministre responsable de l’Agence de développement économique du Canada pour les régions du Québec, l’honorable Soraya Martinez Ferrada, se rendra à Calgary où elle prononcera une allocution lors de la Conférence mondiale sur la diversité dans le leadership et participera à diverses activités dans la région, notamment au Stampede de Calgary. ",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. Soraya Martinez Ferrada,L'hon. Soraya Martinez Ferrada,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-03 12:30:32,2024-07-03 12:30:32,The Government of Canada launches selection process for the Chair of the Canada Infrastructure Bank,https://www.canada.ca/en/office-infrastructure/news/2024/07/the-government-of-canada-launches-selection-process-for-the-chair-of-the-canada-infrastructure-bank.html,Le gouvernement du Canada lance un processus de sélection au poste de président ou présidente de la Banque de l’infrastructure du Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/07/le-gouvernement-du-canada-lance-un-processus-de-selection-au-poste-de-president-ou-presidente-de-la-banque-de-linfrastructure-du-canada.html,"Today, the Honourable Sean Fraser, Minister of Housing, Infrastructure and Communities, announced that a selection process is underway for the  position of Chair of the Canada Infrastructure Bank (CIB).  ","L’honorable Sean Fraser, ministre du Logement, de l’Infrastructure et des Collectivités, a annoncé aujourd’hui qu’un processus de sélection est en cours pour pourvoir le poste de président ou présidente de la Banque de l’infrastructure du Canada (BIC).  ",,,"general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Ontario, Ottawa","Canada, Ontario, Ottawa",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-07-03 11:30:00,2024-07-03 11:30:00,The Government of Canada supports the Woodland Cultural Centre in Brantford,https://www.canada.ca/en/canadian-heritage/news/2024/07/the-government-of-canada-supports-the-woodland-cultural-centre-in-brantford.html,Le gouvernement du Canada soutient le Centre culturel Woodland de Brantford,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/le-gouvernement-du-canada-soutient-le-centre-culturel-woodland-de-brantford.html,Member of Parliament Lisa Hepfner announces funding for the Woodland Cultural Centre in Brantford,La députée Lisa Hepfner annonce un financement pour le Centre culturel Woodland à Brantford,,,general public,grand public,news releases,communiqués de presse,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Pascale St-Onge,L'hon. Pascale St-Onge,"Funding, Health, Health system and services","Financement, Santé, Système et services de santé","Economics and Industry, Funding","Financement, Économie et industrie"
2024-07-03 11:27:19,2024-07-03 11:27:19,Update on LaSalle Causeway,https://www.canada.ca/en/public-services-procurement/news/2024/07/update-on-lasalle-causeway.html,Mise à jour sur le pont-jetée LaSalle,https://www.canada.ca/fr/services-publics-approvisionnement/nouvelles/2024/07/mise-a-jour-sur-le-pont-jetee-lasalle.html,Public Services and Procurement Canada would like to provide an update on the LaSalle Causeway closure.,Services publics et Approvisionnement Canada souhaite faire le point sur la fermeture du pont-jetée LaSalle.,,,general public,grand public,media advisories,avis aux médias,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"Canada, Ontario","Canada, Ontario",,,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure","Bridges, Transport","Pont, Transport"
2024-07-03 11:21:44,2024-07-03 11:21:44,The Honourable Jean-Yves Duclos to announce investments to strengthen support for Canada’s athletes,https://www.canada.ca/en/public-services-procurement/news/2024/07/the-honourable-jean-yves-duclos-to-announce-investments-to-strengthen-support-for-canadas-athletes.html,L’honorable Jean-Yves Duclos annoncera des investissements visant à renforcer le soutien aux athlètes canadiens,https://www.canada.ca/fr/services-publics-approvisionnement/nouvelles/2024/07/lhonorable-jean-yves-duclos-annoncera-des-investissements-visant-a-renforcer-le-soutien-aux-athletes-canadiens.html,"The Honourable Jean-Yves Duclos, Minister of Public Services and Procurement, and Denis Servais, President of the Corporation de gestion du Centre de glaces Intact Assurance and of the 2027 Host Society of the Canada Winter Games in Quebec, will announce Budget 2024 investments to strengthen support for athletes and increase participation in sport. ","Le 3 juillet 2024, Québec (Québec) – L’honorable Jean-Yves Duclos, ministre des Services publics et de l’Approvisionnement, ainsi que Denis Servais, président de la Corporation de gestion du Centre de glaces Intact Assurance et de la Société hôtesse des Jeux du Canada hivernaux 2027 à Québec, vont annoncer des investissements du budget de 2024 visant à renforcer le soutien aux athlètes et à accroître la participation au sport.",,,"general public, media","grand public, médias",media advisories,avis aux médias,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"Canada, Quebec","Canada, Québec",,,"Culture, history and sport, Sport","Culture, histoire et sport, Sport","Economics and Industry, Education and Training, Funding","Financement, Économie et industrie, Éducation et formation"
2024-07-03 11:02:07,2024-07-03 11:02:07,Training Camp for Team Canada Invictus Games Vancouver Whistler 2025 at CFB Kingston,https://www.canada.ca/en/department-national-defence/news/2024/07/training-camp-for-team-canada-invictus-games-vancouver-whistler-2025-at-cfb-kingston.html,Camp d’entraînement d’Équipe Canada en prévision des Jeux Invictus à Vancouver Whistler 2025 à la BFC Kingston,https://www.canada.ca/fr/ministere-defense-nationale/nouvelles/2024/07/camp-dentrainement-dequipe-canada-en-prevision-des-jeux-invictus-a-vancouver-whistler-2025-a-la-bfc-kingston.html,"Media are invited to the official announcement of Team Canada competing at the next Invictus Games being held in Vancouver and Whistler, B.C., in February 2025. The announcement will take place at Canadian Forces Base (CFB) Kingston on Wednesday, July 10, 2024.","Les médias sont invités à l’annonce officielle des membres d’Équipe Canada qui participeront aux prochains Jeux Invictus qui auront lieu à Vancouver Whistler en février 2025. Cette annonce aura lieu à la Base des Forces canadiennes (BFC) Kingston le mercredi, 10 juillet 2024.",,,general public,grand public,media advisories,avis aux médias,National Defence,Défense nationale,Canada,Canada,,,National security and defence,Sécurité nationale et défense,Military,Histoire et science militaire
2024-07-03 10:01:33,2024-07-03 10:01:33,Government of Canada to announce supports for the semiconductor industry,https://www.canada.ca/en/innovation-science-economic-development/news/2024/07/government-of-canada-to-announce-supports-for-the-semiconductor-industry.html,Le gouvernement du Canada annoncera du financement au secteur des semi-conducteurs,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/07/le-gouvernement-du-canada-annoncera-du-financement-au-secteur-des-semi-conducteurs.html,"The Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry, will participate in an announcement about support for the manufacturing and commercialization of semiconductors. By focusing on support for this industry, we’re ensuring Canada benefits from the continued growth of the global semiconductor market.","Le ministre de l’Innovation, des Sciences et de l’Industrie, l’honorable François-Philippe Champagne, participera à une annonce à l’appui de la fabrication et de la commercialisation de semi-conducteurs. En accentuant notre soutien à cette industrie, nous veillons à ce que le Canada profite de la croissance continue du marché mondial des semi-conducteurs.",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. François-Philippe Champagne,L'hon. François-Philippe Champagne,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-03 10:01:17,2024-07-03 10:01:17,Minister St-Onge to highlight investments to strengthen support for Canada’s athletes,https://www.canada.ca/en/canadian-heritage/news/2024/07/minister-st-onge-to-highlight-investments-to-strengthen-support-for-canadas-athletes.html,La ministre St-Onge mettra en lumière des investissements visant à renforcer le soutien aux athlètes canadiens,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/la-ministre-st-onge-mettra-en-lumiere-des-investissements-visant-a-renforcer-le-soutien-aux-athletes-canadiens.html,Investments will go to supporting athletes and increasing participation in sport,Des fonds seront investis pour soutenir les athlètes et accroître la participation au sport,,,general public,grand public,media advisories,avis aux médias,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Pascale St-Onge,L'hon. Pascale St-Onge,"Culture, history and sport","Culture, histoire et sport","Assets, Economics and Industry, Investments","Actif, Investissement, Économie et industrie"
2024-07-03 09:57:53,2024-07-03 09:57:53,Biographical notes,https://www.canada.ca/en/global-affairs/news/2024/07/biographical-notes.html,Notices biographiques,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/07/notices-biographiques.html,"Michelle Cameron (BSc [Advanced Major Biology], Dalhousie University, 1992; BSc [Health Promotion], Dalhousie University, 1995) was a teacher and entrepreneur before joining the Department of Foreign Affairs and International Trade in 2002. ","Michelle Cameron (B. Sc. [spécialisation avancée en biologie], Université Dalhousie, 1992; B. Sc. [promotion de la santé], Université Dalhousie, 1995) a été enseignante et entrepreneure avant de se joindre au ministère des Affaires étrangères et du Commerce international en 2002. ",,,general public,grand public,backgrounders,documents d'information,Global Affairs Canada,Affaires mondiales Canada,"Burkina Faso, China, Guyana, Senegal, Serbia","Burkina Faso, Chine, Guyana, Serbie, Sénégal",Hon. Mélanie Joly,L'hon. Mélanie Joly,Canada and the world,Canada et le monde,"Foreign affairs, Government and Politics","Affaires étrangères, Gouvernement et vie politique"
2024-07-03 09:57:45,2024-07-03 09:57:45,Announcement of new diplomatic appointments,https://www.canada.ca/en/global-affairs/news/2024/07/announcement-of-new-diplomatic-appointments.html,Annonce de nouvelles nominations diplomatiques,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/07/annonce-de-nouvelles-nominations-diplomatiques.html,"The Honourable Mélanie Joly, Minister of Foreign Affairs, today announced the following diplomatic appointments:","La ministre des Affaires étrangères, l’honorable Mélanie Joly, a annoncé aujourd’hui les nominations diplomatiques suivantes :",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,"Burkina Faso, China, Colombia, Guyana, Senegal, Serbia","Burkina Faso, Chine, Colombie, Guyana, Serbie, Sénégal",Hon. Mélanie Joly,L'hon. Mélanie Joly,Canada and the world,Canada et le monde,"Foreign affairs, Government and Politics","Affaires étrangères, Gouvernement et vie politique"
2024-07-03 09:56:43,2024-07-03 09:56:43,"Backgrounder: Six Businesses in Halton, Hamilton and surrounding areas to scale up",https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/backgrounder-six-businesses-in-halton-hamilton-and-surrounding-areas-to-scale-up.html,"Document d’information : Six entreprises de Halton, Hamilton et des régions voisines intensifieront leurs activités",https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/document-dinformation--six-entreprises-de-halton-hamilton-et-des-regions-voisines-intensifieront-leurs-activites.html,"Today, on behalf of the Honourable Filomena Tassi, Minister responsible for the Federal Economic Development Agency for Southern Ontario (FedDev Ontario), the Honourable Karina Gould, Leader of the Government in the House of Commons and Member of Parliament for Burlington, highlighted an investment of over $8.5 million for six businesses to support the artificial intelligence (AI), electric vehicle (EV), manufacturing, aerospace and life science sectors.  ","Aujourd’hui, au nom de l’honorable Filomena Tassi, ministre responsable de l’Agence fédérale de développement économique pour le Sud de l’Ontario (FedDev Ontario), l'honorable Karina Gould, leader du gouvernement à la Chambre des communes et députée de Burlington, a souligné un investissement de plus de 8,5 millions de dollars dans six entreprises pour soutenir les secteurs de l'intelligence artificielle (IA), des véhicules électriques (VE), de la fabrication, de l'aérospatiale et des sciences de la vie. ",,,general public,grand public,backgrounders,documents d'information,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,Canada,Canada,Hon. Filomena Tassi,L'hon. Filomena Tassi,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-03 09:00:00,2024-07-03 09:00:00,Polar Knowledge Canada Invests $250K in Postdoctoral Fellowships to Advance Knowledge of the Arctic,https://www.canada.ca/en/polar-knowledge/news/2024/07/polar-knowledge-canada-invests-250k-in-postdoctoral-fellowships-to-advance-knowledge-of-the-arctic.html,Savoir polaire Canada investit 250 000 $ dans des bourses postdoctorales pour faire progresser les connaissances sur l’Arctique,https://www.canada.ca/fr/savoir-polaire/nouvelles/2024/07/savoir-polaire-canada-investit-250-000--dans-des-bourses-postdoctorales-pour-faire-progresser-les-connaissances-sur-larctique.html,"Polar Knowledge Canada is delighted to announce funding for five post-doctoral candidates with fellowships of $50,000 each to conduct research at Northern colleges and universities in Nunavut, Yukon and the Northwest Territories.  ","Savoir polaire Canada a le plaisir d’annoncer l’octroi à cinq candidats postdoctoraux d’une bourse de 50 000 $ chacun pour mener des recherches dans les collèges et universités du Nord au Nunavut, au Yukon et dans les Territoires du Nord-Ouest.  ","Education funding, Environment and natural resources, Environmental conservation and protection, Environmental funding, Funding, Health, Health system and services, Money and finances, Research funding and awards, Science and innovation","Argent et finances, Conservation et protection de l'environnement, Environnement et ressources naturelles, Financement, Financement des études, Financement pour l'environnement, Financement, subventions et prix pour la recherche, Santé, Science et innovation, Système et services de santé","educators, funding applicants, government, media, scientists, students, women","demandeurs de financement, femmes, gouvernement, médias, scientifiques, éducateurs, étudiants",news releases,communiqués de presse,Polar Knowledge Canada,Savoir polaire Canada,"Canada, Territories","Canada, Territoires",,,"Climate change, Environment and natural resources, Weather, climate and hazards","Changements climatiques, Environnement et ressources naturelles, Météo, climat et catastrophes naturelles","Access to education, Education, Education and Training, Research institutes, Scholarships, Science education","Accès à l'éducation, Bourse d'études, Enseignement des sciences, Institut de recherche, Éducation   Enseignement, Éducation et formation"
2024-07-03 09:00:00,2024-07-03 09:00:00,Member of Parliament Andy Fillmore to make announcement at Maritime Digital Art Design studios,https://www.canada.ca/en/canadian-heritage/news/2024/07/member-of-parliament-andy-fillmore-to-make-announcement-at-maritime-digital-art-design-studios.html,Le député Andy Fillmore fera une annonce aux studios de Maritime Digital Art and Design ,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/le-depute-andy-fillmore-fera-une-annonce-aux-studios-de-maritime-digital-art-and-design.html,"Andy Fillmore, Member of Parliament (Halifax), will announce support for creative businesses to thrive abroad at the Maritime Digital Art Design studios.","Andy Fillmore, député de Halifax, annoncera un soutien financier pour favoriser l’essor de nos entreprises créatives à l’étranger, dans les studios de Maritime Digital Art and Design",,,general public,grand public,media advisories,avis aux médias,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Pascale St-Onge,L'hon. Pascale St-Onge,"Arts and media, Culture, history and sport","Arts et média, Culture, histoire et sport","Arts, Music, Literature","Arts, musique, littérature"
2024-07-03 08:44:47,2024-07-03 08:44:47,"Minister Blair Thanks Outgoing Ombudsman, Gregory A. Lick, and Announces Interim Appointment",https://www.canada.ca/en/department-national-defence/news/2024/07/minister-blair-thanks-outgoing-ombudsman-gregory-a-lick-and-announces-interim-appointment.html,"Le ministre Blair remercie l’ombudsman sortant, Gregory A. Lick, et annonce une nomination par intérim",https://www.canada.ca/fr/ministere-defense-nationale/nouvelles/2024/07/le-ministre-blair-remercie-lombudsman-sortant-gregory-a-lick-et-annonce-une-nomination-par-interim.html,"The Honourable Bill Blair, Minister of National Defence, today thanked and expressed his gratitude to outgoing Department of National Defence (DND) and Canadian Armed Forces (CAF) Ombudsman, Mr. Gregory A. Lick, for his dedicated service.","L’honorable Bill Blair, ministre de la Défense nationale, a aujourd’hui salué l’ombudsman sortant du ministère de la Défense nationale (MDN) et des Forces armées canadiennes (FAC), M. Gregory A. Lick, le remerciant pour ses services dévoués et lui témoignant sa gratitude.",,,general public,grand public,news releases,communiqués de presse,National Defence,Défense nationale,Canada,Canada,,,National security and defence,Sécurité nationale et défense,Military,Histoire et science militaire
2024-07-03 07:45:41,2024-07-03 07:45:41,FCAC welcomes new mandate to oversee Canada’s Consumer-Driven Banking Framework,https://www.canada.ca/en/financial-consumer-agency/news/2024/06/fcac-welcomes-new-mandate-to-oversee-canadas-consumer-driven-banking-framework.html,L’ACFC se réjouit de son nouveau mandat de superviser le Cadre sur les services bancaires axés sur les consommateurs du Canada,https://www.canada.ca/fr/agence-consommation-matiere-financiere/nouvelles/2024/06/na.html,FCAC welcomes new mandate to oversee Canada’s Consumer-Driven Banking Framework ,L’ACFC se réjouit de son nouveau mandat de superviser le Cadre sur les services bancaires axés sur les consommateurs du Canada ,,,"general public, government","gouvernement, grand public",news releases,communiqués de presse,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Canada,Canada,,,Money and finances,Argent et finances,Government and Politics,Gouvernement et vie politique
2024-07-03 07:00:00,2024-07-03 07:00:00,Governments of Canada and New Brunswick invest in Francophone post-secondary education in New Brunswick,https://www.canada.ca/en/canadian-heritage/news/2024/07/governments-of-canada-and-new-brunswick-invest-in-francophone-post-secondary-education-in-new-brunswick.html,Les gouvernements du Canada et du Nouveau-Brunswick investissent dans l’éducation postsecondaire francophone au Nouveau-Brunswick,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/les-gouvernements-du-canada-et-du-nouveau-brunswick-investissent-dans-leducation-postsecondaire-francophone-au-nouveau-brunswick.html,Ministers Ginette Petitpas Taylor and Greg Turner announce funding for the Collège communautaire du Nouveau-Brunswick,Les ministres Ginette Petitpas Taylor et Greg Turner annoncent l'octroi d'un important financement au Collège communautaire du Nouveau-Brunswick,,,general public,grand public,media advisories,avis aux médias,Canadian Heritage,Patrimoine canadien,Canada,Canada,"Hon. Ginette Petitpas Taylor, Hon. Randy Boissonnault","L'hon. Ginette Petitpas Taylor, L'hon. Randy Boissonnault","Education funding, Money and finances","Argent et finances, Financement des études","Economics and Industry, Educational funding, Funding","Financement, Financement de l'éducation, Économie et industrie"
2024-07-02 17:00:02,2024-07-02 17:00:02,Media Advisory: Infrastructure Announcement in Vancouver,https://www.canada.ca/en/office-infrastructure/news/2024/07/media-advisory-infrastructure-announcement-in-vancouver.html,Avis aux médias : Annonce en matière d’infrastructure à Vancouver,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/07/avis-aux-medias--annonce-en-matiere-dinfrastructure-a-vancouver.html,"Members of the media are invited to an infrastructure announcement with the Honourable Harjit S. Sajjan, Minister of Emergency Preparedness and Minister responsible for the Pacific Economic Development Agency of Canada and Tracy Redies, President & CEO of Science World. ","Les représentants des médias sont invités à une annonce en matière d’infrastructure en présence de l’honorable Harjit S. Sajjan, ministre de la Protection civile et ministre responsable de l’Agence de développement économique du Pacifique Canada, et de Tracy Redies, présidente-directrice générale de Science World. ","Energy, Environment and natural resources, Fuel and energy efficiency","Carburant et efficacité énergétique, Environnement et ressources naturelles, Énergie","general public, government, media","gouvernement, grand public, médias",media advisories,avis aux médias,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","British Columbia, Canada, Greater Vancouver","Canada, Colombie-Britannique, Greater Vancouver",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-07-02 16:46:28,2024-07-02 16:46:28,Canada launches consultation to protect Canadian workers and electric vehicle supply chains from unfair Chinese trade practices,https://www.canada.ca/en/department-finance/news/2024/07/canada-launches-consultation-to-protect-canadian-workers-and-electric-vehicle-supply-chains-from-unfair-chinese-trade-practices.html,Le Canada lance des consultations pour protéger ses travailleurs et ses chaînes d’approvisionnement de véhicules électriques des pratiques commerciales déloyales de la Chine,https://www.canada.ca/fr/ministere-finances/nouvelles/2024/07/le-canada-lance-des-consultations-pour-proteger-ses-travailleurs-et-ses-chaines-dapprovisionnement-de-vehicules-electriques-des-pratiques-commercia.html,"Auto manufacturing directly supports over 125,000 good-paying Canadian jobs, many of which are unionized. Canada’s electric vehicle (EV) supply chain potential is ranked first in the world—and the federal government is seizing the growth opportunities of EVs to ensure Canadian auto workers can succeed well into the future. ","La fabrication automobile soutient directement plus de 125 000 emplois canadiens bien rémunérés, dont un grand nombre sont syndiqués. Le potentiel de la chaîne d’approvisionnement du Canada en véhicules électriques (VE) est le premier au monde, et le gouvernement fédéral saisit les opportunités de croissance des VE pour s’assurer que les travailleurs canadiens de l’automobile puissent réussir à l’avenir. ",,,general public,grand public,news releases,communiqués de presse,Department of Finance Canada,Ministère des Finances Canada,Canada,Canada,"Hon. Chrystia Freeland, Hon. François-Philippe Champagne, Hon. Mary Ng","L'hon. Chrystia Freeland, L'hon. François-Philippe Champagne, L'hon. Mary Ng",Money and finances,Argent et finances,"Economics and Industry, Finance, Public finance","Finances, Finances publiques, Économie et industrie"
2024-07-02 16:05:00,2024-07-02 16:05:00,"Tribunal Issues Determination of Reasonable Indication of Injury—Concrete Reinforcing Bar from Bulgaria, Thailand and the United Arab Emirates",https://www.canada.ca/en/international-trade-tribunal/news/2024/07/tribunal-issues-determination-of-reasonable-indication-of-injuryconcrete-reinforcing-bar-from-bulgaria-thailand-and-the-united-arab-emirates.html,"Le Tribunal rend une décision d’indication raisonnable de dommage — Barres d’armature pour béton provenant de Bulgarie, de Thaïlande et des Émirats arabes unis",https://www.canada.ca/fr/tribunal-commerce-exterieur/nouvelles/2024/07/le-tribunal-rend-une-decision-dindication-raisonnable-de-dommage--barres-darmature-pour-beton-provenant-de-bulgarie-de-thailande-et-des-emirats-ara.html,"The Canadian International Trade Tribunal today determined that there is a reasonable indication that the dumping of concrete reinforcing bar from the Republic of Bulgaria, the Kingdom of Thailand and the United Arab Emirates has caused injury or is threatening to cause injury to the domestic industry.","Le Tribunal canadien du commerce extérieur a décidé aujourd’hui que les éléments de preuve indiquent, de façon raisonnable, que le dumping de barres d’armature pour béton provenant de la République de Bulgarie, du Royaume de Thaïlande et des Émirats arabes unis a causé un dommage ou menace de causer un dommage à la branche de production nationale.",,,"business, government","entreprises, gouvernement",news releases,communiqués de presse,Canadian International Trade Tribunal,Tribunal canadien du commerce extérieur,"Bulgaria, Canada, Thailand, United Arab Emirates","Bulgarie, Canada, Thaïlande, Émirats arabes unis",,,"Business and industry, International trade and investment","Commerce international et investissement, Entreprises et industrie","Anti-dumping, Economics and Industry, Tariff barriers, Tariff protection, Trade relations","Barrière tarifaire, Droits antidumping, Protection des tarifs douaniers, Relations commerciales, Économie et industrie"
2024-07-02 15:55:00,2024-07-02 15:55:00,"Minister Qualtrough, Minister Anand and Minister Boissonnault to announce investments to strengthen support for Canada’s athletes",https://www.canada.ca/en/canadian-heritage/news/2024/07/minister-qualtrough-minister-anand-and-minister-boissonnault-to-announce-investments-to-strengthen-support-for-canadas-athletes.html,"La ministre Qualtrough, la ministre Anand et le ministre Boissonnault annonceront des investissements en vue de renforcer le soutien aux athlètes canadiens",https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/la-ministre-qualtrough-la-ministre-anand-et-le-ministre-boissonnault-annonceront-des-investissements-en-vue-de-renforcer-le-soutien-aux-athletes-ca.html,Investments will go towards supporting athletes and increasing participation in sport,Des fonds seront investis pour soutenir les athlètes et accroître la participation au sport,,,general public,grand public,media advisories,avis aux médias,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Carla Qualtrough,L'hon. Carla Qualtrough,"Funding, Health, Health system and services","Financement, Santé, Système et services de santé","Economics and Industry, Funding","Financement, Économie et industrie"
2024-07-02 15:42:00,2024-07-02 15:42:00,Government of Canada Invests in Antigonish’s Electrical Grid Modernization to Support Goal of 100% Clean Energy,https://www.canada.ca/en/natural-resources-canada/news/2024/07/government-of-canada-invests-in-antigonishs-electrical-grid-modernization-to-support-goal-of-100-clean-energy.html,Le gouvernement du Canada investit dans la modernisation du réseau électrique d’Antigonish en soutien à l’objectif d’une électricité 100 % propre,https://www.canada.ca/fr/ressources-naturelles-canada/nouvelles/2024/07/le-gouvernement-du-canada-investit-dans-la-modernisation-du-reseau-electrique-dantigonish-en-soutien-a-lobjectif-dune-electricite-100--propre.html,"The Honourable Sean Fraser, Minister of Housing, Infrastructure and Communities, on behalf of the Honourable Jonathan Wilkinson, Minister of Energy and Natural Resources, announced a $9.7 million investment for grid modernization in the Town of Antigonish, Nova Scotia. This major investment will unlock more efficient uses of electricity within the community and allow for increased renewable energy sources such as wind and solar while driving down emissions and supporting sustainable jobs and communities.   ","Aujourd’hui, le ministre du Logement, de l’Infrastructure et des Collectivités, l’honorable Sean Fraser, au nom du ministre de l’Énergie et des Ressources naturelles du Canada, l’honorable Jonathan Wilkinson, a annoncé un investissement de 9,7 millions de dollars dans la modernisation du réseau électrique d’Antigonish, en Nouvelle-Écosse. Cet investissement majeur ouvrira la voie à une utilisation plus efficace de l’électricité au sein de la région et à un recours accru aux énergies renouvelables comme l’éolien et le solaire, tout en réduisant les émissions et en soutenant des emplois et des collectivités durables.   ",,,"general public, media","grand public, médias",news releases,communiqués de presse,Natural Resources Canada,Ressources naturelles Canada,Canada,Canada,Hon. Jonathan Wilkinson,L'hon. Jonathan Wilkinson,"Canadian environmental protection registry, Environment and natural resources, Pollution and waste management","Environnement et ressources naturelles, Pollution et gestion des déchets, Registre environnemental de la Loi canadienne sur la protection de l'environnement","Environment, Nature and Environment","Environnement, Nature et environnement"
2024-07-02 15:31:12,2024-07-02 15:31:12,Government of Canada to make an announcement about Canada Summer Jobs,https://www.canada.ca/en/employment-social-development/news/2024/07/government-of-canada-to-make-an-announcement-about-canada-summer-jobs.html,Le gouvernement du Canada fait une annonce concernant Emplois d’été Canada,https://www.canada.ca/fr/emploi-developpement-social/nouvelles/2024/07/le-gouvernement-du-canada-fait-une-annonce-concernant-emplois-dete-canada.html,Government of Canada to make an announcement about Canada Summer Jobs,Le gouvernement du Canada fait une annonce concernant Emplois d’été Canada,,,"employers, general public, government, job seekers, media, students, youth","chercheurs d’emploi, employeurs, gouvernement, grand public, jeunesse, médias, étudiants",media advisories,avis aux médias,Employment and Social Development Canada,Emploi et Développement social Canada,Canada,Canada,"Hon. Arif Virani, Hon. Marci Ien","L'hon. Arif Virani, L'hon. Marci Ien","Government priorities, How government works","Comment le gouvernement fonctionne, Priorités du gouvernement","Employment, Job creation, Job search, Labour, Processes, Skills","Création d'emploi, Emploi, Habiletés, Liens et fonctions, Recherche d'emploi, Travail et emploi"
