"org_list$result$display_name","org_list$result$name","org_list$result$created"
"PSPIB-MSR Inc. | PSPIB-MSR Inc.","pmsr","2018-07-27T18:49:44.740795"
"PSPIB-Newbury G.P. Inc. | PSPIB-Newbury G.P. Inc.","pngp","2018-07-27T18:49:45.214639"
"PSPIB Orchid Inc. | PSPIB Orchid Inc.","porch","2018-07-27T18:49:35.994972"
"PSPIB Paisas Inc. | PSPIB Paisas Inc.","ppais","2018-07-27T18:49:43.339139"
"PSPIB Pennsylvania Investments Inc. | PSPIB Pennsylvania Investments Inc.","ppi","2018-07-27T18:49:36.385359"
"PSPIB Realty International Inc. / PSPIB Immobilier International Inc. | PSPIB Realty International Inc. / PSPIB Immobilier International Inc.","pripii","2018-07-27T18:49:36.759683"
"PSPIB-RE Finance Inc. | PSPIB-RE Finance Inc.","prf","2018-07-27T18:49:45.730974"
"PSPIB-RE Finance Partners II Inc. | PSPIB-RE Finance Partners II Inc.","prfpi","2018-07-27T18:49:46.451171"
"PSPIB-RE Finance Partners Inc. | PSPIB-RE Finance Partners Inc.","prfp","2018-07-27T18:49:46.067411"
"PSPIB-RE MANCHESTER INC. | PSPIB-RE MANCHESTER INC.","prmi","2018-07-27T18:49:46.806206"
"PSPIB-RE Partners II Inc. | PSPIB-RE Partners II Inc.","prpi","2018-07-27T18:49:47.556382"
"PSPIB-RE Partners Inc. | PSPIB-RE Partners Inc.","prp","2018-07-27T18:49:47.198017"
"PSPIB-RE UK Inc. | PSPIB-RE UK Inc.","pru","2018-07-27T18:49:47.990606"
"PSPIB-SDL Inc. | PSPIB-SDL Inc.","psdl","2018-07-27T18:49:48.321562"
"PSPIB-Star Inc. | PSPIB-Star Inc.","pstar-psstar","2018-07-27T18:49:48.626158"
"PSPIB Waiheke Inc. | PSPIB Waiheke Inc.","pwaih","2018-07-27T18:49:37.149359"
"PSPIB WEXFORD INVESTMENTS INC. | PSPIB WEXFORD INVESTMENTS INC.","pwii","2018-07-27T18:49:44.092529"
"PSP Investments Canada Inc./Investissements PSP Canada Inc. | PSP Investments Canada Inc./Investissements PSP Canada Inc.","picpc","2018-07-27T18:49:41.774056"
"PSP Public Credit I Inc. | PSP Public Credit I Inc.","ppci","2018-07-27T18:49:29.480977"
"PSP Public Credit Opportunities Inc. | PSP Public Credit Opportunities Inc.","ppco","2018-07-27T18:49:29.834586"
"PSP Public Markets Inc. | PSP Public Markets Inc.","ppm","2018-07-27T18:49:30.367503"
"Public Appointments Commission Secretariat | Secrétariat de la Commission des nominations publiques","pacs-scnp","2016-09-14T11:47:39.718790"
"Public Health Agency of Canada | Agence de la santé publique du Canada","phac-aspc","2016-09-14T11:47:41.391649"
"Public Prosecution Service of Canada | Service des poursuites pénales du Canada","ppsc-sppc","2016-09-14T11:47:42.415273"
"Public Safety Canada | Sécurité publique Canada","ps-sp","2016-09-14T11:47:42.833137"
"Public Sector Pension Investment Board | Office d’investissement des régimes de pensions du secteur public","pspib-oirpsp","2016-09-14T11:47:44.297742"
"Public Servants Disclosure Protection Tribunal Canada | Le Tribunal de la protection des fonctionnaires divulgateurs Canada","psdpt-tpfd","2018-10-16T20:14:12.564103"
"Public Servants Disclosure Protection Tribunal Canada | Tribunal de la protection des fonctionnaires divulgateurs Canada","psdptc-tpfdc","2016-09-14T11:47:43.245558"
"Public Service Commission of Canada | Commission de la fonction publique du Canada","psc-cfp","2016-09-14T11:47:43.038352"
"Public Service Labour Relations Board | Commission des relations de travail dans la fonction publique","pslrb-crtfp","2016-09-14T11:47:44.092339"
"Public Services and Procurement Canada | Services publics et Approvisionnement Canada","pwgsc-tpsgc","2016-09-14T11:47:44.911172"
"Public Service Staffing Tribunal | Tribunal de la dotation de la fonction publique","psst-tdfp","2016-09-14T11:47:44.504093"
"Quebec Port Authority | Administration portuaire de Québec","qpa-apq","2016-09-14T11:47:45.115473"
"RCMH-MRCF Inc. | RCMH-MRCF Inc.","rmrcf","2018-07-27T18:49:50.429089"
"RCMP External Review Committee | Comité externe d'examen de la GRC","erc-cee","2016-09-14T11:47:27.784548"
"Red Isle Private Investments Inc. | Red Isle Private Investments Inc.","ripi","2018-07-27T18:49:49.015767"
"Registrar of the Supreme Court of Canada and that portion of the federal public administration appointed under subsection 12(2) of the Supreme Court Act | Registraire de la Cour suprême du Canada et le secteur de l'administration publique fédérale nommé en vertu du paragraphe 12(2) de la Loi sur la Cour suprême","scc-csc","2016-09-14T11:47:46.358476"
"Registry of the Competition Tribunal | Greffe du Tribunal de la concurrence","rct-gtc","2016-09-14T11:47:45.527909"
"Revera Inc. | Revera Inc.","ri","2016-09-14T11:47:45.739438"
"Ridley Terminals Inc. | Ridley Terminals Inc.","rti-tri","2016-09-14T11:47:45.945438"
"Royal Canadian Mint | Monnaie royale canadienne","mint-monnaie","2016-09-14T11:47:33.941743"
"Royal Canadian Mounted Police | Gendarmerie royale du Canada","rcmp-grc","2016-09-14T11:47:45.321083"
"Saguenay Port Authority | Administration portuaire du Saguenay","spa-aps","2016-09-14T11:47:48.032424"
"Sahtu Land and Water Board | Office des terres et des eaux du Sahtu","slwb-otes","2018-08-20T20:33:37.353108"
"Sahtu Land Use Planning Board | Conseil de l’aménagement du territoire du Sahtu","slupb-cats","2018-08-20T20:33:38.180033"
"Saint John Port Authority | Administration portuaire de Saint John","stjpa-apstj","2018-07-27T18:49:08.816294"
"Secretariat of the National Security and Intelligence Committee of Parliamentarians | Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement","snsicp-scpssnr","2018-07-27T18:49:12.538305"
"Security Intelligence Review Committee | Comité de surveillance des activités de renseignement de sécurité","sirc-csars","2016-09-14T11:47:47.201218"
"Shared Services Canada | Services partagés Canada","ssc-spc","2016-09-14T11:47:48.240726"
"Ship-source Oil Pollution Fund | Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires","sopf-cidp","2016-09-14T11:47:47.826489"
"Social Sciences and Humanities Research Council of Canada | Conseil de recherches en sciences humaines du Canada","sshrc-crsh","2016-09-14T11:47:48.449531"
"Social Security Tribunal of Canada | Tribunal de la Sécurité Sociale du Canada","sst-tss","2018-10-16T20:14:13.647928"
"Sooke Investments Inc. | Sooke Investments Inc.","sinv","2018-07-27T18:49:49.382783"
"Special Representative for the Prairies | Représentant spécial pour les Prairies","srp-rsp","2021-03-24T16:25:31.840876"
"Specific Claims Tribunal | Tribunal des revendications particulières","sct-trp","2016-09-14T11:47:46.567818"
"Standards Council of Canada | Conseil canadien des normes","scc-ccn","2016-09-14T11:47:46.149022"
"Statistics Canada | Statistique Canada","statcan","2016-09-14T11:47:48.651803"
"Status of Women Canada | Condition féminine Canada","swc-cfc","2016-09-14T11:47:48.861444"
"St. John's Port Authority | Administration portuaire de St. John's","sjpa-apsj","2016-09-14T11:47:47.409515"
"Sustainable Development Technology Canada | Technologies du développement durable Canada","sdtc-tddc","2016-09-14T11:47:46.773840"
"Telefilm Canada | Téléfilm Canada","tf","2016-09-14T11:47:49.932464"
"The Correctional Investigator Canada | L'Enquêteur correctionnel Canada","oci-bec","2016-09-14T11:47:37.637500"
"The Joint Federal/Provincial Commission into the April 2020 Nova Scotia Mass Casualty | Commission fédérale-provinciale sur les événements d’avril 2020 en Nouvelle Écosse","jfpc-cfp","2021-03-24T16:19:45.005158"
"The National Battlefields Commission | Commission des champs de bataille nationaux","nbc-ccbn","2016-09-14T11:47:34.765530"
"The Seaway International Bridge Corporation | Corporation du pont international de la voie maritime, Ltée","sibc-cpivml","2016-09-14T11:47:46.983037"
"The St. Mary's River Bridge Company | Société du pont de la Rivière Ste Marie","smrbc-sprsm","2016-09-14T11:47:47.619209"
"Thunder Bay Port Authority | Administration portuaire de Thunder Bay","tbpa-aptb","2018-07-27T18:49:09.651450"
"Toronto Port Authority | Administration portuaire de Toronto","tpa-apt","2016-09-14T11:47:50.158035"
"Trans Mountain Corporation | Trans Mountain Corporation","tmc","2019-05-10T15:34:55.879464"
"Transportation Appeal Tribunal of Canada | Tribunal d'appel des transports du Canada","tatc-tatc","2018-10-16T20:14:14.091275"
"Transportation Appeal Tribunal of Canada | Tribunal d'appel des transports du Canada","tatc","2016-09-14T11:47:49.075427"
"Transportation Safety Board of Canada | Bureau de la sécurité des transports du Canada","tsb-bst","2016-09-14T11:47:50.370732"
"Transport Canada | Transports Canada","tc","2016-09-14T11:47:49.721891"
"Treasury Board | Conseil du Trésor","tb-ct","2016-09-14T11:47:49.280128"
"Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada","tbs-sct","2016-09-14T11:47:49.492388"
"Trinity Bay Private Investments Inc. | Trinity Bay Private Investments Inc.","tbpi","2018-07-27T18:49:49.807170"
"Vancouver Fraser Port Authority | Administration portuaire Vancouver Fraser","vfpa-apvf","2016-09-14T11:47:50.805457"
"Veterans Affairs Canada | Anciens Combattants Canada","vac-acc","2016-09-14T11:47:50.583372"
"Veterans Review and Appeal Board | Tribunal des anciens combattants (révision et appel)","vrab-tacra","2016-09-14T11:47:51.224276"
"VIA Rail Canada Inc. | VIA Rail Canada Inc.","viarail","2016-09-14T11:47:51.016451"
"VOP Investments Inc. | VOP Investments Inc.","vinv","2018-07-27T18:49:50.105706"
"Western Economic Diversification Canada | Diversification de l'économie de l'Ouest Canada","wd-deo","2016-09-14T11:47:51.437434"
"Windsor-Detroit Bridge Authority | Autorité du pont Windsor-Détroit","wdba-apwd","2016-09-14T11:47:51.645076"
"Windsor Port Authority | Administration portuaire de Windsor","wpa-apw","2018-07-27T18:49:10.286092"
"Yukon Environmental and Socio-economic Assessment Board | Office d’évaluation environnementale et socio-économique du Yukon","yesab-oeesy","2016-09-14T11:47:51.851357"
"Yukon Surface Rights Board | Office des droits de surface du Yukon","ysrb-odsy","2016-09-14T11:47:52.061388"
