PUBDATE,TITLE_TEXT_EN,TITLE_URL_EN,TITLE_TEXT_FR,TITLE_URL_FR,TEASER_EN,TEASER_FR,ADDITIONAL_TOPICS_EN,ADDITIONAL_TOPICS_FR,AUDIENCE_EN,AUDIENCE_FR,TYPE_EN,TYPE_FR,DEPT_EN,DEPT_FR,LOCATION_EN,LOCATION_FR,MINISTER_EN,MINISTER_FR,TOPIC_EN,TOPIC_FR,SUBJECT_EN,SUBJECT_FR
2024-07-26 17:40:06,Statement from the Chief Public Health Officer of Canada: Wildfires and Extreme Heat Risks to Canadians,https://www.canada.ca/en/public-health/news/2024/07/statement-from-the-chief-public-health-officer-of-canada-wildfires-and-extreme-heat-risks-to-canadians.html,Déclaration de l’administratrice en chef de la santé publique du Canada: les risques liés aux feux de forêt et à la chaleur extrême pour la population canadienne,https://www.canada.ca/fr/sante-publique/nouvelles/2024/07/declaration-de-ladministratrice-en-chef-de-la-sante-publique-du-canada-les-risques-lies-aux-feux-de-foret-et-a-la-chaleur-extreme-pour-la-populatio.html,"Extreme weather events not only threaten the immediate health and safety of people in affected areas, but can also cause significant indirect and longer-term impacts on physical and mental health, including during and after community evacuations.","Les phénomènes météorologiques extrêmes menacent non seulement la santé et la sécurité immédiates des personnes dans les zones touchées, mais peuvent également avoir des répercussions indirectes importantes et à plus long terme sur la santé physique et mentale, notamment pendant et après les évacuations des communautés.","Air quality, Environment and natural resources, Weather, climate and hazards","Environnement et ressources naturelles, Météo, climat et catastrophes naturelles, Qualité de l’air",general public,grand public,statements,déclarations,Public Health Agency of Canada,Agence de la santé publique du Canada,Canada,Canada,,,"Emergency preparedness, Health, Health risks and safety","Préparation aux urgences, Santé, Sécurité et risque pour la santé","Emergency preparedness, Health and Safety","Protection civile, Santé et sécurité"
2024-07-26 16:54:04,Statement from Minister Sajjan regarding the wildfires situation in Alberta,https://www.canada.ca/en/public-safety-canada/news/2024/07/statement-from-minister-sajjan-regarding-the-wildfires-situation-in-alberta.html,Déclaration du ministre Sajjan quant à la situation des feux de forêt en Alberta,https://www.canada.ca/fr/securite-publique-canada/nouvelles/2024/07/declaration-du-ministre-sajjan-quant-a-la-situation-des-feux-de-foret-en-alberta.html,"Today, the Honourable Harjit S. Sajjan, President of the King’s Privy Council for Canada and Minister of Emergency Preparedness and Minister responsible for the Pacific Economic Development Agency of Canada, issued the following statement.","Aujourd’hui, l’honorable Harjit S. Sajjan, président du Conseil privé du Roi pour le Canada, ministre de la Protection civile et ministre responsable de l’Agence de développement économique du Pacifique Canada, a émis la déclaration suivante.",,,general public,grand public,statements,déclarations,Public Safety Canada,Sécurité publique Canada,"Alberta, Canada, Prairies","Alberta, Canada, Prairies",Hon. Harjit Singh Sajjan,L'hon. Harjit Singh Sajjan,"Emergencies, Emergency response, Policing, justice and emergencies","Intervention en cas de situation d'urgence, Services de police, justice et urgences, Urgences","Fire, Forest fires, Nature and Environment","Incendie, Incendie de forêt, Nature et environnement"
2024-07-26 16:30:00,Minister Boissonnault attends G20 Labour and Employment Ministers’ Meeting,https://www.canada.ca/en/employment-social-development/news/2024/07/minister-boissonnault-attends-g20-labour-and-employment-ministers-meeting.html,Le ministre Boissonnault assiste à la réunion des ministres du Travail et de l’Emploi du G20,https://www.canada.ca/fr/emploi-developpement-social/nouvelles/2024/07/le-ministre-boissonnault-assiste-a-la-reunion-des-ministres-du-travail-et-de-lemploi-du-g20.html,"On July 25 and 26, 2024, Minister of Employment, Workforce Development and Official Languages, Randy Boissonnault, attended the G20 Labour and Employment Ministers’ Meeting in Fortaleza, Brazil to discuss common challenges on ensuring high-quality employment in a changing global economy.","Les 25 et 26 juillet 2024, le ministre de l’Emploi, du Développement de la main‑d’œuvre et des Langues officielles, Randy Boissonnault, a assisté à la réunion des ministres du Travail et de l’Emploi du G20 à Fortaleza, au Brésil, pour discuter des défis communs à relever afin d’assurer des emplois de grande qualité dans une économie mondiale en évolution.",,,"general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,Employment and Social Development Canada,Emploi et Développement social Canada,Canada,Canada,Hon. Randy Boissonnault,L'hon. Randy Boissonnault,"Government priorities, How government works","Comment le gouvernement fonctionne, Priorités du gouvernement","Economics and Industry, Economy, Employment, Labour","Emploi, Travail, Travail et emploi, Économie, Économie et industrie"
2024-07-26 16:29:51,"CANCELLED - Minister Sajjan to make housing announcement in Victoria, British Columbia",https://www.canada.ca/en/public-safety-canada/news/2024/07/minister-sajjan-to-make-housing-announcement-in-victoria-british-columbia.html,"ANNULÉ - Le ministre Sajjan fera une annonce concernant le logement à Victoria, en Colombie-Britannique",https://www.canada.ca/fr/securite-publique-canada/nouvelles/2024/07/le-ministre-sajjan-fera-une-annonce-concernant-le-logement-a-victoria-en-colombie-britannique.html,"Media are invited to join the Honourable Harjit S. Sajjan, President of the King’s Privy Council for Canada, Minister of Emergency Preparedness and Minister responsible for the Pacific Economic Development Agency of Canada, as he makes a housing announcement on behalf of the Honourable Sean Fraser, Minister of Housing, Infrastructure and Communities.","Les médias sont invités à se joindre à l’honorable Harjit S. Sajjan, président du Conseil privé du Roi pour le Canada, ministre de la Protection civile et ministre responsable de l’Agence de développement économique du Pacifique Canada, alors qu’il fera une annonce au sujet du logement au nom de l’honorable Sean Fraser, ministre du Logement, de l’Infrastructure et des Collectivités.",,,media,médias,media advisories,avis aux médias,Public Safety Canada,Sécurité publique Canada,Canada,Canada,Hon. Harjit Singh Sajjan,L'hon. Harjit Singh Sajjan,"Policing, justice and emergencies","Services de police, justice et urgences",Government and Politics,Gouvernement et vie politique
2024-07-26 16:29:51,"Minister Sajjan to make housing announcement in Victoria, British Columbia",https://www.canada.ca/en/public-safety-canada/news/2024/07/minister-sajjan-to-make-housing-announcement-in-victoria-british-columbia.html,"Le ministre Sajjan fera une annonce concernant le logement à Victoria, en Colombie-Britannique",https://www.canada.ca/fr/securite-publique-canada/nouvelles/2024/07/le-ministre-sajjan-fera-une-annonce-concernant-le-logement-a-victoria-en-colombie-britannique.html,"Media are invited to join the Honourable Harjit S. Sajjan, President of the King’s Privy Council for Canada, Minister of Emergency Preparedness and Minister responsible for the Pacific Economic Development Agency of Canada, as he makes a housing announcement on behalf of the Honourable Sean Fraser, Minister of Housing, Infrastructure and Communities.","Les médias sont invités à se joindre à l’honorable Harjit S. Sajjan, président du Conseil privé du Roi pour le Canada, ministre de la Protection civile et ministre responsable de l’Agence de développement économique du Pacifique Canada, alors qu’il fera une annonce au sujet du logement au nom de l’honorable Sean Fraser, ministre du Logement, de l’Infrastructure et des Collectivités.",,,media,médias,media advisories,avis aux médias,Public Safety Canada,Sécurité publique Canada,Canada,Canada,Hon. Harjit Singh Sajjan,L'hon. Harjit Singh Sajjan,"Policing, justice and emergencies","Services de police, justice et urgences",Government and Politics,Gouvernement et vie politique
2024-07-26 16:26:39,"Government of Canada grants $1,200,000 for 2024 ComediHa! hello Montréal comedy festival",https://www.canada.ca/en/economic-development-quebec-regions/news/2024/07/government-of-canada-grants-1200000-for-2024-comediha-hello-montreal-comedy-festival.html,Le gouvernement du Canada accorde 1 200 000 dollars pour la tenue du festival d’humour 2024 ComediHa! salue Montréal,https://www.canada.ca/fr/developpement-economique-regions-quebec/nouvelles/2024/07/le-gouvernement-du-canada-accorde-1-200-000-dollars-pour-la-tenue-du-festival-dhumour-2024-comediha-salue-montreal.html,"Today, the Honourable Soraya Martinez Ferrada, Minister of Tourism and Minister responsible for Canada Economic Development for Quebec Regions (CED), along with the Minister of Canadian Heritage, the Honourable Pascale St‑Onge, are unveiling the funding the Government of Canada has granted to the Festival International du Rire ComediHa! to hold its one‑of‑a‑kind comedy event in Montréal: ComediHa! hello Montréal.","Aujourd’hui, l’honorable Soraya Martinez Ferrada, ministre du Tourisme et ministre responsable de Développement économique Canada pour les régions du Québec (DEC), ainsi que la ministre du Patrimoine canadien, l’honorable Pascale St‑Onge, dévoilent le financement que le gouvernement du Canada a accordé au Festival International du Rire ComediHa! pour la mise en place de son événement d’humour unique à Montréal : ComediHa! Salue Montréal.","Arts and media, Business and industry, Culture, history and sport, Festivals, Getting business support and financing, Quebec business support, Regional business support, Starting a business, Travel and tourism","Arts et média, Culture, histoire et sport, Entreprises et industrie, Festivals, Lancer une entreprise, Obtenir du soutien et du financement pour votre entreprise, Organismes et services de soutien à l'entreprise, Soutien aux entreprises du Québec, Voyage et Tourisme","business, general public, media, non-governmental organizations, visitors to Canada","entreprises, grand public, médias, organisations non gouvernementales, visiteurs au Canada",news releases,communiqués de presse,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,"Canada, Montréal, Quebec","Canada, Montréal, Québec","Hon. Pascale St-Onge, Hon. Soraya Martinez Ferrada","L'hon. Pascale St-Onge, L'hon. Soraya Martinez Ferrada",Business and industry,Entreprises et industrie,"Cultural events, Cultural industry, Development, Economics and Industry, Festivals, Industry, Processes, Regional development, Service industry, Society and Culture, Tourism","Développement, Développement régional, Festival, Industrie, Industrie culturelle, Industrie des services, Liens et fonctions, Société et culture, Tourisme, Économie et industrie, Événement culturel"
2024-07-26 15:59:13,Death of an inmate from Kent Institution,https://www.canada.ca/en/correctional-service/news/2024/07/death-of-an-inmate-from-kent-institution.html,Décès d’un détenu de l’Établissement de Kent,https://www.canada.ca/fr/service-correctionnel/nouvelles/2024/07/deces-dun-detenu-de-letablissement-de-kent.html,"On July 18, 2024, Dennis James Harley, an inmate from Kent Institution, died while in our custody.","Le 18 juillet 2024, Dennis James Harley, un détenu de l’Établissement de Kent, est décédé sous notre garde. ",,,general public,grand public,news releases,communiqués de presse,Correctional Service Canada,Service correctionnel Canada,"British Columbia, Canada","Canada, Colombie-Britannique",,,"Correctional facilities and security, Corrections, Policing, justice and emergencies","Installations et sécurité, Services correctionnels, Services de police, justice et urgences","Health and Safety, Public safety, Safety","Santé et sécurité, Sécurité, Sécurité publique"
2024-07-26 15:07:20,Richmond Hill manufacturer enhances production to support critical sectors,https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/richmond-hill-manufacturer-enhances-production-to-support-critical-sectors.html,Un fabricant de Richmond Hill améliore sa production pour soutenir des secteurs essentiels,https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/un-fabricant-de-richmond-hill-ameliore-sa-production-pour-soutenir-des-secteurs-essentiels.html,Government of Canada investment supports woman-owned M.I.S Electronics to add new technologies and grow,"L’investissement du gouvernement du Canada appuie M.I.S. Electronics, une entreprise détenue par une femme, pour se doter de nouvelles technologies et se développer",,,general public,grand public,news releases,communiqués de presse,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,Canada,Canada,Hon. Filomena Tassi,L'hon. Filomena Tassi,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-07-26 15:00:23,Samuel De Champlain Bridge: Special Illumination to Celebrate the Opening of the 2024 Summer Olympic Games,https://www.canada.ca/en/housing-infrastructure-communities/news/2024/07/samuel-de-champlain-bridge-special-illumination-to-celebrate-the-opening-of-the-2024-summer-olympic-games.html,Pont Samuel-De Champlain : Illumination spéciale pour célébrer l’ouverture des Jeux olympiques d’été 2024,https://www.canada.ca/fr/logement-infrastructures-collectivites/nouvelles/2024/07/pont-samuel-de-champlain--illumination-speciale-pour-celebrer-louverture-des-jeux-olympiques-dete-2024.html,"Tonight, the Samuel De Champlain Bridge will be lit up in the colours of the Olympic rings from sunset to 1 a.m. to celebrate the opening of the 2024 Summer Olympic Games in Paris and support Team Canada.","Ce soir, le pont Samuel-De Champlain sera illuminé aux couleurs des anneaux olympiques, du coucher du soleil jusqu'à 1 h, pour célébrer l’ouverture des Jeux olympiques d’été 2024 à Paris et supporter Équipe Canada.",,,"general public, government, media","gouvernement, grand public, médias",media advisories,avis aux médias,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Montréal, Quebec","Canada, Montréal, Québec",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-07-26 14:54:17,Tourism organizations offer enhanced sports experiences across southern Ontario,https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/tourism-organizations-offer-enhanced-sports-experiences-across-southern-ontario0.html,Des organisations touristiques proposent des expériences sportives améliorées dans tout le Sud de l'Ontario,https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/des-organisations-touristiques-proposent-des-experiences-sportives-ameliorees-dans-tout-le-sud-de-lontario0.html,"Sports-related tourism is a major contributor to the Canadian economy, bringing millions of visitors to our country each year, with greater opportunities for local economies. Sports activities enhance community engagement and pride through events that attract diverse audiences and showcase all our communities have to offer.","Le tourisme sportif contribue grandement à l'économie canadienne, attirant chaque année des millions de visiteurs dans notre pays et créant ainsi de nouvelles possibilités pour les économies locales. Les activités sportives renforcent la participation communautaire ainsi que la fierté locale grâce à des événements qui attirent un public diversifié et qui mettent en valeur tout ce que nos collectivités ont à offrir.",,,visitors to Canada,visiteurs au Canada,news releases,communiqués de presse,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,"Canada, Ontario","Canada, Ontario",,,Travel and tourism,Voyage et Tourisme,Economics and Industry,Économie et industrie
2024-07-26 14:53:58,Tourism organizations offer enhanced sports experiences across southern Ontario,https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/tourism-organizations-offer-enhanced-sports-experiences-across-southern-ontario.html,Des organisations touristiques proposent des expériences sportives améliorées dans tout le Sud de l’Ontario,https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/des-organisations-touristiques-proposent-des-experiences-sportives-ameliorees-dans-tout-le-sud-de-lontario.html,"Today, on behalf of the Honourable Filomena Tassi, Minister responsible for the Federal Economic Development Agency for Southern Ontario (FedDev Ontario), the Honourable Judy Sgro, Member of Parliament for Humber River–Black Creek, announced an investment of over $1.4 million through the Tourism Growth Program (TGP) for seven organizations enhancing sports tourism offerings across southern Ontario. ","Aujourd’hui, au nom de l’honorable Filomena Tassi, ministre responsable de l’Agence fédérale de développement économique pour le Sud de l’Ontario (FedDev Ontario), l’honorable Judy Sgro, députée de Humber River–Black Creek, a annoncé un investissement de plus de 1,4 million de dollars au titre du Programme pour la croissance du tourisme (PCT) dans sept organisations qui améliorent l’offre de tourisme sportif dans le Sud de l’Ontario.",,,general public,grand public,backgrounders,documents d'information,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,"Canada, Ontario","Canada, Ontario",Hon. Filomena Tassi,L'hon. Filomena Tassi,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-07-26 14:09:17,Minister Sajjan to join Alberta Premier Smith and other officials to provide an update on the wildfire situation in Alberta,https://www.canada.ca/en/public-safety-canada/news/2024/07/minister-sajjan-to-join-alberta-premier-smith-and-other-officials-to-provide-an-update-on-the-wildfire-situation-in-alberta.html,"Le ministre Sajjan se joindra à la première ministre de l’Alberta, Danielle Smith, et à d’autres représentants pour faire le point sur la situation des feux de forêt en Alberta",https://www.canada.ca/fr/securite-publique-canada/nouvelles/2024/07/le-ministre-sajjan-se-joindra-a-la-premiere-ministre-de-lalberta-danielle-smith-et-a-dautres-representants-pour-faire-le-point-sur-la-situation-des.html,"The Honourable Harjit S. Sajjan, President of the King’s Privy Council for Canada and Minister of Emergency Preparedness and Minister responsible for the Pacific Economic Development Agency of Canada, will join Danielle Smith, Alberta Premier, Mike Ellis, Alberta Minister of Public Safety and Emergency Services, odd Loewen, Alberta Minister of Forestry and Parks, Jasper Mayor Richard Ireland, as well as officials from the Alberta Emergency Management Agency and Alberta Wildfire, to visit the Hinton Command Centre before being available for media.","L’honorable Harjit S. Sajjan, président du Conseil privé du Roi pour le Canada, ministre de la Protection civile et ministre responsable de l’Agence de développement économique du Pacifique Canada, se joindra à Danielle Smith, première ministre de l’Alberta, à Mike Ellis, ministre de la Sécurité publique et des Services d’urgence de l’Alberta, à Todd Loewen, ministre des Forêts et des Parcs de l’Alberta, le maire de Jasper Richard Ireland, ainsi qu’à des représentants de l’Alberta Emergency Management Agency et de Alberta Wildfire, afin de visiter le Centre de contrôle de Hinton et de tenir ensuite une mêlée de presse.",,,media,médias,media advisories,avis aux médias,Public Safety Canada,Sécurité publique Canada,Canada,Canada,Hon. Harjit Singh Sajjan,L'hon. Harjit Singh Sajjan,"Policing, justice and emergencies","Services de police, justice et urgences",Government and Politics,Gouvernement et vie politique
2024-07-26 13:36:51,Minister Hussen concludes successful G20 Development Ministerial Meeting and visit to Salvador in Brazil,https://www.canada.ca/en/global-affairs/news/2024/07/minister-hussen-concludes-successful-g20-development-ministerial-meeting-and-visit-to-salvador-in-brazil.html,"Le ministre Hussen conclut une réunion fructueuse des ministres du Développement du G20 et une visite à Salvador, au Brésil",https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/07/le-ministre-hussen-conclut-une-reunion-fructueuse-des-ministres-du-developpement-du-g20-et-une-visite-a-salvador-au-bresil.html,"The Honourable Ahmed Hussen, Minister of International Development, concluded a visit to Brazil, from July 22 to 25, 2024. In Rio de Janeiro, he took part in the G20 Development Ministerial Meeting (DMM) and a joint meeting of G20 development and finance ministers to establish the Global Alliance Against Hunger and Poverty.","Le ministre du Développement international, l’honorable Ahmed Hussen, a conclu une visite au Brésil, du 22 au 25 juillet 2024. À Rio de Janeiro, il a participé à la réunion des ministres du Développement du G20 et à une réunion conjointe des ministres du Développement et des Finances du G20 en vue de créer l’Alliance mondiale contre la faim et la pauvreté.",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,"Brazil, Canada","Brésil, Canada",Hon. Ahmed D. Hussen,L'hon. Ahmed D. Hussen,Canada and the world,Canada et le monde,"Development, International development, Processes","Développement, Développement international, Liens et fonctions"
2024-07-26 12:01:44,Lac Seul First Nation and Canada Finalize Settlement Claim,https://www.canada.ca/en/crown-indigenous-relations-northern-affairs/news/2024/07/lac-seul-first-nation-and-canada-finalize-settlement-claim.html,La Première Nation de Lac Seul et le Canada concluent une demande de règlement,https://www.canada.ca/fr/relations-couronne-autochtones-affaires-nord/nouvelles/2024/07/la-premiere-nation-de-lac-seul-et-le-canada-concluent-une-demande-de-reglement.html,"Today, in a signing ceremony on Kejick Bay Island, Chief Clifford Bull, Elders, members of the Lac Seul First Nation, and the Honourable Gary Anandasangaree, Minister of Crown-Indigenous Relations, celebrated the signing of the agreement settling Lac Seul’s longstanding claim regarding the flooding of over 11,000 acres of their reserve lands without consent, lawful authorization, or compensation.","Aujourd'hui, lors d'une cérémonie de signature sur l'île de Kejick Bay, le chef Clifford Bull, des Aînés, des membres de la Première Nation de Lac Seul et l'honorable Gary Anandasangaree, ministre des Relations Couronne-Autochtones, ont célébré la signature de l'accord réglant la revendication de longue date de la Première Nation de Lac Seul concernant l'inondation de plus de 11 000 acres de ses terres de réserve sans consentement, sans autorisation légale et sans dédommagement.","Canadian identity and society, Culture, history and sport, Indigenous peoples and cultures","Culture, histoire et sport, Identité canadienne et société, Peuples et cultures autochtones","Aboriginal peoples, general public, media","Peuples autochtones, grand public, médias",news releases,communiqués de presse,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,"Canada, Ontario","Canada, Ontario",Hon. Gary Anandasangaree,L'hon. Gary Anandasangaree,"Culture, history and sport","Culture, histoire et sport","Agreements, Claims, Land claims, Law, Legal obligations, Processes, Society and Culture","Accord, Droit, Liens et fonctions, Obligation légale, Revendication, Revendication territoriale, Société et culture"
2024-07-26 11:59:57,Minister Ng promotes international trade opportunities in British Columbia,https://www.canada.ca/en/global-affairs/news/2024/07/minister-ng-promotes-international-trade-opportunities-in-british-columbia.html,La ministre Ng fait la promotion des débouchés du commerce international en Colombie-Britannique,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/07/la-ministre-ng-fait-la-promotion-des-debouches-du-commerce-international-en-colombie-britannique.html,"The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, today concluded a week-long visit to British Columbia, where she connected with local businesses and government officials to advance international trade opportunities across a variety of key sectors.","La ministre de la Promotion des exportations, du Commerce international et du Développement économique, l’honorable Mary Ng, a achevé aujourd’hui une visite d’une semaine en Colombie-Britannique, où elle a rencontré des représentantes et représentants d’entreprises et des fonctionnaires du gouvernement pour promouvoir les débouchés du commerce international dans une variété de secteurs clés.",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,"Canada, United States of America","Canada, États-Unis",Hon. Mary Ng,L'hon. Mary Ng,"Business and industry, International trade and investment","Commerce international et investissement, Entreprises et industrie","Economics and Industry, International trade, Trade","Commerce, Commerce extérieur, Économie et industrie"
2024-07-26 11:00:00,Government of Canada invests nearly $1 million to support community and economic development in Northcentral Ontario,https://www.canada.ca/en/fednor/news/2024/07/government-of-canada-invests-nearly-1-million-to-support-community-and-economic-development-in-northcentral-ontario.html,Le gouvernement du Canada investit près de 1 million de dollars pour soutenir le développement économique et communautaire dans le Centre‑Nord de l’Ontario,https://www.canada.ca/fr/fednor/nouvelles/2024/07/le-gouvernement-du-canada-investit-pres-de-1-million-de-dollars-pour-soutenir-le-developpement-economique-et-communautaire-dans-le-centrenord-de-lo.html,"Terry Sheehan, Member of Parliament for Sault Ste. Marie and Parliamentary Secretary to the Minister of Labour and Seniors, announced Government of Canada investments totaling $972,057 to help create and advance community economic development opportunities in Northcentral Ontario. The funding will support four projects that will diversify and grow the economy, while helping to maximize the economic potential of municipalities and rural and Indigenous communities in the region. The announcement was made on behalf of the Honourable Patty Hajdu, Minister of Indigenous Services and Minister responsible for FedNor.","Terry Sheehan, député de Sault Ste. Marie et secrétaire parlementaire du ministre du Travail et des Aînés, a annoncé des investissements totaux du gouvernement du Canada atteignant 972 057 $ pour aider à créer et à faire progresser les possibilités de développement économique communautaire dans le Centre-Nord de l’Ontario. Le financement soutiendra quatre projets qui permettront de diversifier et de développer l’économie, tout en contribuant à optimiser le potentiel économique des municipalités, des collectivités rurales et des communautés autochtones de la région. L’annonce a été faite au nom de l’honorable Patty Hajdu, ministre des Services aux Autochtones et ministre responsable de FedNor.",,,general public,grand public,news releases,communiqués de presse,Federal Economic Development Agency for Northern Ontario - FedNor,Agence fédérale de développement économique pour le Nord de l’Ontario - FedNor,"Algoma, Canada, Ontario","Algoma, Canada, Ontario",Hon. Patricia A. Hajdu,L'hon. Patricia A. Hajdu,"Business and industry, Business grants and financing","Entreprises et industrie, Subventions et financement pour les entreprises","Communications, Government communications, Information and Communications","Communications, Communications gouvernementales, Information et communication"
2024-07-26 10:42:05,Minister St-Onge to announce funding for Université de Montréal,https://www.canada.ca/en/canadian-heritage/news/2024/07/minister-st-onge-to-announce-funding-for-universite-de-montreal.html,La ministre St-Onge annoncera l’octroi d’un financement à l’Université de Montréal,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/la-ministre-st-onge-annoncera-loctroi-dun-financement-a-luniversite-de-montreal.html,"The Honourable Pascale St-Onge, Minister of Canadian Heritage, will announce funding for the Université de Montréal","L’honorable Pascale St-Onge, ministre du Patrimoine canadien, annoncera l’octroi d’un financement à l’Université de Montréal",,,general public,grand public,media advisories,avis aux médias,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Pascale St-Onge,L'hon. Pascale St-Onge,"Culture, history and sport","Culture, histoire et sport",Society and Culture,Société et culture
2024-07-26 10:11:36,Minister Valdez concludes successful visit to the Philippines to strengthen bilaterial relations,https://www.canada.ca/en/innovation-science-economic-development/news/2024/07/minister-valdez-concludes-successful-visit-to-the-philippines-to-strengthen-bilaterial-relations.html,"La ministre Valdez conclut une visite fructueuse aux Philippines, renforçant ainsi les relations bilatérales",https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/07/la-ministre-valdez-conclut-une-visite-fructueuse-aux-philippines-renforcant-ainsi-les-relations-bilaterales.html,"Earlier this week, the Honourable Rechie Valdez, Minister of Small Business and the first Filipina Cabinet minister and member of Parliament in Canada’s history, concluded her official visit to the Philippines, marking 75 years of strong bilateral relations between the two nations. Minister Valdez took part in productive bilateral engagements with Filipino government officials, women community leaders, entrepreneurship organizations, and leaders in the small business and start-up communities. She advanced discussions on strengthening bilateral economic ties and highlighted opportunities for further cooperation on supporting small businesses in both countries, as well as in the Filipino-Canadian community.","Plus tôt cette semaine, la ministre de la Petite Entreprise et la première femme d’origine philippine à siéger au Cabinet et à avoir été élue députée dans l’histoire canadienne, l’honorable Rechie Valdez, a conclu sa visite officielle aux Philippines, marquant ainsi 75 ans de solides relations bilatérales entre les deux pays. La ministre Valdez a participé à des rencontres bilatérales productives en compagnie de représentants du gouvernement philippin, de dirigeantes communautaires, de représentants d’organismes axés sur l’entrepreneuriat, et de dirigeants de communautés de petites entreprises et d’entreprises en démarrage. Elle a également souligné l’importance de renforcer les liens économiques bilatéraux et mis en lumière les possibilités de collaboration accrue en matière de soutien des petites entreprises dans les deux pays ainsi qu’au sein de la communauté canado-philippine.",,,general public,grand public,news releases,communiqués de presse,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. Rechie Valdez,L'hon. Rechie Valdez,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-26 09:30:02,First-in-Canada Centre will support businesses and organizations as they accelerate clean technology development,https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/first-in-canada-centre-will-support-businesses-and-organizations-as-they-accelerate-clean-technology-development.html,"Un centre, premier en son genre au Canada, soutiendra les entreprises et les organisations qui accélèrent le développement des technologies propres",https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/un-centre-premier-en-son-genre-au-canada-soutiendra-les-entreprises-et-les-organisations-qui-accelerent-le-developpement-des-technologies-propres.html,"In order to reach net-zero emissions by 2050, the demand for grid capacity and green technologies will grow. The Government of Canada is committed to supporting the modernization of our grid system, so we can continue to work together in the fight against climate change. ","Pour atteindre l’objectif de carboneutralité d’ici 2050, la demande en capacité de réseau et en technologies vertes augmentera. Le gouvernement du Canada s’est engagé à soutenir la modernisation de notre réseau électrique, afin que nous puissions continuer à œuvrer ensemble contre les changements climatiques.",,,general public,grand public,news releases,communiqués de presse,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,Canada,Canada,Hon. Ya’ara Saks,L'hon. Ya’ara Saks,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-26 09:26:37,Statement by Minister Qualtrough on the opening of the Paris 2024 Olympic Games,https://www.canada.ca/en/canadian-heritage/news/2024/07/statement-by-minister-qualtrough-on-the-opening-of-the-paris-2024-olympic-games.html,Déclaration de la ministre Qualtrough pour l’ouverture des Jeux olympiques de Paris 2024,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/declaration-de-la-ministre-qualtrough-pour-louverture-des-jeux-olympiques-de-paris-2024.html,"From July 26 to August 11, Team Canada will proudly represent our country at the Paris 2024 Olympic Games","Du 26 juillet au 11 août, Équipe Canada représentera fièrement notre pays aux Jeux olympiques de Paris 2024",,,general public,grand public,statements,déclarations,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Carla Qualtrough,L'hon. Carla Qualtrough,"Culture, history and sport, Sport","Culture, histoire et sport, Sport","Olympic games, Society and Culture, Sports events","Jeux olympiques, Société et culture, Événement sportif"
