"owner","package_id","dataset_name","resource_id","resource_name"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","ce5cb8f6-ecd7-4c29-96a5-2bffaa35a761","CPPD Initial applications denied by age group"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","2656c72c-37d9-47d2-86d5-59fce3bd0a78","CPPD Initial applications denied by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","4d627b1c-a8d5-40b3-9d0d-2aaa3b78d0e2","CPPD Initial applications denied by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","1f932576-a036-4335-a6f2-9916783063fa","CPPD Initial applications denied by province"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","54636602-f6df-4c9d-a141-a4d3efdc336d","CPPD Initial applications denied by province"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","d415d79d-a83a-4077-88cb-529de0a7f0f7","CPPD Automatic reinstatements received by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","63649dd4-0ccc-49f3-85c7-462aa6a52a9f","CPPD Automatic reinstatements received by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","cd054267-f4f3-46cf-963b-022cac97c084","CPPD Automatic reinstatements granted by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","1f7333e3-5d9e-4f07-b2bc-0e3a63ec6b14","CPPD Automatic reinstatements granted by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","a14f6892-1595-4fdd-a465-bc1b0ff3614e","CPPD Automatic reinstatements denied by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","6e59befe-6e9f-48bd-8917-a628941e0fd9","CPPD Automatic reinstatements denied by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","5a1526ce-91ed-48aa-8bf7-7f3fa163d464","CPPD Fast Track reapplications received by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","23409427-f6e0-48c0-b08d-6737e578acfb","CPPD Fast Track reapplications received by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","007210f7-e0f4-4e08-aaaa-d7f472d84163","CPPD Fast Track reapplications granted by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","2a1581f4-76fb-4aa3-9029-56a564e063f8","CPPD Fast Track reapplications granted by gender"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","7a8e65d8-cba3-4e5f-ab97-dfe28a7ddb29","CPPD Fast Track reapplications denied"
"esdc-edsc","0afa67e7-2aae-4827-a038-d988e90db7af","Canada Pension Plan Disability (CPPD) Benefit Applications","9623ebea-acd1-4500-9064-5bac2e76bf0b","CPPD Fast Track reapplications denied"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","c0df89da-0467-4a9c-9c34-64d1c1f1950c","Financial data"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","b718eb3f-6cea-460b-b0e4-fd4e3ab3de6d","General information "
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","44edac4b-2529-482f-8c71-310cb6152e6b","Non-Qualified donees"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","f9a58149-8224-4717-a77d-f599b33d6d78","Private/Public Foundations"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","e4a680fe-5ae5-408d-b199-28c422ac4df0","Activities outside Canada – Countries where program was carried"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","e1b30ae1-34d2-4052-8157-3cd8d79d74bb","Activities outside Canada – Details on financial"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","caaaafb3-e004-462b-86b2-8416ee5b5c24","Activities outside Canada - Exported goods"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","aa057433-cac3-4e7d-a179-5e638725b580","Compensation"
"cra-arc","0bb1fb56-74d0-47f4-b4b3-2b574229416d","2014 List of charities","cedded83-a08d-4be5-bb6a-1736cdbf429c","Political Activities – Funding"
"wd-deo","0bf21cf5-adda-4b1a-a337-2a79ab57d465","Number of high growth firms in western Canada","070fc238-a8a7-4889-8629-74821697485a","High Growth Firms_e.csv"
"pc","0c373e35-b373-41d9-ba07-053c7b6fe073","Moose Density - Fundy","52b09d98-5380-4cfe-aa75-a63847adf0fb","Moose Density - Fundy - 1"
"pc","0c373e35-b373-41d9-ba07-053c7b6fe073","Moose Density - Fundy","af36169d-5e52-4d99-b1fc-36678acf4032","Moose Density - Fundy - Data Dictionary"
"pc","0db57c16-b1b4-479d-a3e2-a1bb9df844f7","Delta water extent (remote sensing) - Wood Buffalo National Park","0fa0137e-a8ed-4791-bf3b-98d584e6ef33","Delta water extent (remote sensing)"
"pc","0db57c16-b1b4-479d-a3e2-a1bb9df844f7","Delta water extent (remote sensing) - Wood Buffalo National Park","3feaf662-7f16-47ee-bffa-b05e307711e2","Delta water extent (remote sensing) - Data Dictionary"
"lac-bac","0ddba181-11e2-4282-a718-99f3f5e8d9c5","Published documents acquired during the year that are processed","c29668f0-0f43-4054-b80c-2fbd86665926","Published documents acquired during the year that are processed"
"pc","0e3b7735-2138-4a27-93bc-6910117517a8","Bison Abundance (CoRe)","e9bef25d-6fff-4214-b31e-234b30317f90","Bison Abundance (CoRe)"
"pc","0e8130e9-2de9-450d-8a24-5a12b4a51286","Alpine Birds  - Jasper","056e3387-bdcd-459d-865a-3a0d0dc19cce","Alpine Birds  - Jasper"
"pc","0e8130e9-2de9-450d-8a24-5a12b4a51286","Alpine Birds  - Jasper","c60f1dc3-0c9d-4a75-a85c-f05abf47c8db","Alpine Birds  - Jasper - Data Dictionary"
"tbs-sct","0eaf7a0b-e6a1-40e7-b8f9-99ca1cde27ad","Data Strategy Tracker","dedc62b0-bf98-45ec-a8bc-2c1633f8d61e","Data Strategy Tracker"
"cfia-acia","0ebac9e8-632f-497e-b31e-b7da66c31cb6","Food Microbiology - Targeted Surveys - Final Report - Bacterial Pathogens in Fermented Tea (Kombucha) - April 1, 2018 to March 31, 2019","91e72e65-6e74-4493-9bae-a83a282a8127","Food Microbiology - Targeted Surveys - Final Report - Bacterial Pathogens in Fermented Tea (Kombucha) - April 1, 2018 to March 31, 2019"
"pc","0ed5aa1b-19b9-443a-b727-40abbe3b47aa","Kootenay_NP_ForestAlpine_Songbird Point Counts ","7db20f25-1415-4852-96b7-81968f178ac6","Alpine and Forest Bird Species Relative Abundance - Kootenay"
"pc","0ed5aa1b-19b9-443a-b727-40abbe3b47aa","Kootenay_NP_ForestAlpine_Songbird Point Counts ","5fe58cde-5e5a-4d64-a170-c26b0aa0edf4","Alpine and Forest Bird Species Relative Abundance - Kootenay - data dictionary"
"cfia-acia","0f0e5884-9c1e-4171-bd33-42bcee1f2a01","CFIA List of Peer-reviewed Scientific Publications 2012-2023","2957b7e0-aee0-4c4c-836c-b992ba700675","CFIA List of Peer-Reviewed Scientific Publications, 2023"
"pc","0f520d69-1462-4dcb-8947-4a72c0e9577b","Wetland Nutrient Status - Pitcher Plant Morphology - Terra Nova","2b5dddaa-0ffd-4b86-8818-99f998e79ee4","Wetland Nutrient Status - Pitcher Plant Morphology - Terra Nova"
"cfia-acia","0f679b1a-97a5-4460-bc3b-6c46fc16a978","Insect and plant species occurrence data to validate standardized Mahalanobis distance model","f987d6f2-97e1-4f00-8fad-a9a4229e4038","Insect and plant species occurrence data to validate standardized Mahalanobis distance model"
"cfia-acia","0f679b1a-97a5-4460-bc3b-6c46fc16a978","Insect and plant species occurrence data to validate standardized Mahalanobis distance model","2a77852e-4e78-4f76-913f-936e0d1761c9","Insect and plant species occurrence data to validate standardized Mahalanobis distance model"
"pc","1008ac61-7454-4f08-8f29-e6457c59393b","Trends in coastal dynamics - Forillon","8a247dc1-aa78-47bc-b30a-5c6d7f4b4b40","Trends_in_coastal_dynamics - Forillon"
"pc","1008ac61-7454-4f08-8f29-e6457c59393b","Trends in coastal dynamics - Forillon","8d6cbd77-a419-43f2-ba27-ff06148a4b9c","Trends_in_coastal_dynamics - Forillon"
"dfatd-maecd","100b3a1d-ce92-4722-a1ae-651d788092de","Security and Emergency Management Commitment Report, Showing Alignment to Global Affairs Canada's Departmental Priorities","2118444e-2499-4370-a0fb-fae15187aeed","Security and Emergency Management Commitment Report, Showing Alignment to Global Affairs Canada's Departmental Priorities"
"dfatd-maecd","100b3a1d-ce92-4722-a1ae-651d788092de","Security and Emergency Management Commitment Report, Showing Alignment to Global Affairs Canada's Departmental Priorities","0abc9dfc-f49e-4d1f-afb1-82ca368d7f5c","Security and Emergency Management Commitment Report, Showing Alignment to Global Affairs Canada's Departmental Priorities"
"pc","104917c7-7f78-4a53-bbc8-ba866b7aea84","LESSS Areal Extent - Point Pelee","f2fd3c07-e1ba-47b5-b284-62694ef0a825","LESSS Areal Extent - Point Pelee - Monitoring Data"
"pc","104917c7-7f78-4a53-bbc8-ba866b7aea84","LESSS Areal Extent - Point Pelee","cba6db97-8d8c-49ba-8cc2-4259251bb05e","LESSS Areal Extent - Point Pelee - Monitoring Data Dictionary"
"pc","10d688ba-0fe4-4cdf-8830-4387e6c174c3","Area Burned - Yoho","113df590-f038-4b25-8716-3659f364db39","Area Burned - Yoho"
"pc","1115ef08-6a64-4c7e-90ef-010f01925339","Stream Benthic Invertebrates - Prince Edward Island","7b681850-4292-45d5-b44a-9faed297baf7","Stream Benthic Invertebrates - Prince Edward Island"
"csec-cstc","112ed90e-da6c-49d7-8bd5-81964bcab466","2023-2024 Employment Equity and First Official Languages representation for the Communications Security Establishment ","a8e890aa-6097-4de6-96d1-79c7f98336b8","CSV EN/FR"
"pc","117faba5-a9f2-4e2e-9864-3defe4f48a40","Tern Abundance - Terra Nova","7587afa6-63c1-489a-8db2-a4e5154741b0","Tern Abundance - Terra Nova"
"pc","117faba5-a9f2-4e2e-9864-3defe4f48a40","Tern Abundance - Terra Nova","0a014a00-4808-4a84-a8e3-1c34a91de7cc","Tern Abundance - Terra Nova - Data Dictionary"
"dnd-mdn","1270405b-fa35-49a5-800e-a8ddac54a086","Canadian Armed Forces Vehicle Equipment List","1193c333-f197-4854-9baa-badef3d8765a","Canadian Armed Forces Vehicle Equipment List"
"pc","12cafe67-8fdb-46d4-b07f-cb8ae5e6edc9","Prescribed Fire Targets - Mount-Revelstoke","0aeb2b0a-225b-4ff8-9434-bb9c4874b174","Prescribed Fire Targets - Mount-Revelstoke"
"pc","12cafe67-8fdb-46d4-b07f-cb8ae5e6edc9","Prescribed Fire Targets - Mount-Revelstoke","279fa505-da46-4d79-8b07-2428e2edf324","Prescribed Fire Targets - Mount-Revelstoke - Data Dictionary"
"pc","12e17685-405d-4f7e-8c46-404323daf70d","Coastal Erosion - Prince Edward Island","922a4f59-0e48-4fca-a8a1-fc326aef0f62","Coastal Erosion - Prince Edward Island - Ground Survey Data - 1"
"pc","12e17685-405d-4f7e-8c46-404323daf70d","Coastal Erosion - Prince Edward Island","bb427057-8e4a-48f8-937c-fca6bfe5ead1","Coastal Erosion - Prince Edward Island - Remote Sensing Data - 2"
"pc","12e17685-405d-4f7e-8c46-404323daf70d","Coastal Erosion - Prince Edward Island","ded19511-30b3-47fd-8d55-d4ae7baf1ed7","Coastal Erosion - Prince Edward Island - Data Dictionary - 3"
"tbs-sct","1301dccb-a258-4653-b952-ba4c0a643f01","Full-Time Equivalents by Program","5f8b2bab-f24a-4021-a3b2-e1b74d0751f9","Full-Time Equivalents by Program (2011-12 to 2015-16)"
"tbs-sct","1301dccb-a258-4653-b952-ba4c0a643f01","Full-Time Equivalents by Program","0efad471-9922-4e9a-bcca-59ed83b4205d","Full-Time Equivalents by Program (2011-12 to 2015-16)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","69b6fcd5-50c9-43bd-bd18-3f4e031854d0","LCA - LICAT (Active)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","cc2cae60-cdc4-4428-b64c-cdaa2eb0b700","LCQ - LICAT (Active)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","f3ddcfbc-a852-4dee-be3c-5b08864c9afe","LF1 - Life Core Financial Statement Return (Active) "
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","563aa4bf-dc3d-4ece-8669-dd68dd6c2fbf","LF2 - Life Supervisory Quarterly Return (Active)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","c793a709-f547-463f-aa13-7f529e30c617","LF3 - LIFE Supervisory Annual Return (Active)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","d8042758-8d77-4d38-abf5-5bdb76c16faa","10 - Life 1 (Inactive Q3/2014)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","14dd8023-a6de-49b8-832d-a41a6f773a51","10A - Life Annual Supplement (Inactive Q4/2023)​"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","023628c5-9596-400e-9187-721b849e58af","10Q - LIFE Quarterly (Inactive Q4/2023)​"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","1017a532-b70b-45a5-a2be-a75b4e5e3947","20 - Life 2 (Inactive Q3/2014)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","7ec500de-a5b8-481a-97a4-4500ec3efe6a","54 - Return 54 (Inactive Q3/2005)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","1dc23ffc-ae5a-46b0-8162-023c00d970f2","55 - Return 55-A (Inactive Q3/2005)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","a881674b-642a-4e9c-84c4-70ec061f71ca","86 - Return 86 / TAAM-A (Inactive Q4/2017)"
"osfi-bsif","1358284b-26e7-4c69-abd8-398d3da2c270","Life insurance companies","b97c29b4-76d5-4dc6-9f93-540908157dcb","87 - Return 87 / MCCSR-A (Inactive Q4/2017)"
"pc","14020ea8-07bd-4cec-aab2-4b63cffc3be4","Pond Productivity - Prince Edward Island","90d81450-4055-44ec-9ddc-a6b3e567048c","Pond Productivity - LSW Data - Prince Edward Island NP"
"pc","14020ea8-07bd-4cec-aab2-4b63cffc3be4","Pond Productivity - Prince Edward Island","2393ced2-2c32-4d43-920f-28a487cacb8c","Pond Productivity - LP Data - Prince Edward Island NP"
"pc","14020ea8-07bd-4cec-aab2-4b63cffc3be4","Pond Productivity - Prince Edward Island","029c6d58-8387-4a8d-88aa-a053127f2525","Pond Productivity - RP Data - Prince Edward Island NP"
"pc","14020ea8-07bd-4cec-aab2-4b63cffc3be4","Pond Productivity - Prince Edward Island","11a74cca-8a14-4dc8-b38c-00329c65c0f3","Pond Productivity - DAL Data - Prince Edward Island NP"
"cra-arc","1410eb45-59c4-4735-9121-ed314ccd767f","Departmental Results Framework indicators 2020-2021 Edition – Indicator 1: Percentage of tax returns filed on time","42916aae-ca98-4d67-98e0-6483086e7002","Departmental Results Framework Indicator 1: Percentage of tax returns filed on time"
"cra-arc","1410eb45-59c4-4735-9121-ed314ccd767f","Departmental Results Framework indicators 2020-2021 Edition – Indicator 1: Percentage of tax returns filed on time","08b9ae3d-3732-457d-b0e8-67a3a2e206ee","Departmental Results Framework Indicator 1: Percentage of tax returns filed on time"
"cfia-acia","1479f47f-cfbd-4d94-92e7-ea9b530627d7","CFIA Undeclared Peanuts in Hummus - 2014-2015","b1c97792-57d7-4a99-afba-c3afb22fba23","CFIA Undeclared Peanuts in Hummus - 2014-2015 "
"pc","150beb08-b9bd-4441-a36e-fc624cf31c95","Breeding Bird Communities- Ivvavik","a3f683db-b5be-41c3-8c6b-1a1bf5279765","Breeding Bird -  Ivvavik - 2009-2014 - data - 1"
"pc","150beb08-b9bd-4441-a36e-fc624cf31c95","Breeding Bird Communities- Ivvavik","58424fe2-6c84-4a0e-a60c-b44d343439d9","Breeding Birds - Ivvavik - 2015-2017 Margaret Lake - data - 2"
"pc","150beb08-b9bd-4441-a36e-fc624cf31c95","Breeding Bird Communities- Ivvavik","af80da3e-807d-4997-b51a-3292bf01da52","Breeding Bird -  Ivvavik - 2015-2017 - Sheeps Creek - data - 3"
"pc","150beb08-b9bd-4441-a36e-fc624cf31c95","Breeding Bird Communities- Ivvavik","13263325-1b44-48a7-a00a-2157ee619f13","Breeding Birds - Ivvavik - 2009-2017-data dictionary"
"cnsc-ccsn","15ce104b-d0a3-4c0a-997f-2ab020b65256","Relevant References from the Administrative Monetary Penalty  Issued to New Brunswick Power, 2025-AMP-01","ebd2597a-7414-4cc4-b241-e9eeecfee866","Relevant References from the Administrative Monetary Penalty  Issued to New Brunswick Power, 2025-AMP-01"
"esdc-edsc","15e31370-ac4a-45a6-926b-02dd372bfd7a","Monthly average number of Canada Pension Plan (CPP) disability benefits by province, gender, and calendar year","a9d69505-947f-4f55-b6d1-e2bf3d7e197d","Monthly average number of Canada Pension Plan (CPP) disability benefits by province, gender, and calendar year"
"esdc-edsc","15e31370-ac4a-45a6-926b-02dd372bfd7a","Monthly average number of Canada Pension Plan (CPP) disability benefits by province, gender, and calendar year","201ff621-52f5-43ec-b164-304658143495","Monthly average number of Canada Pension Plan (CPP) disability benefits by province, gender, and calendar year"
"dfatd-maecd","15e62132-46a7-4f8c-8885-717406955257","Common Services Commitment Report, Showing Alignment to the Program Alignment Architecture (PAA)","667064d5-5fc0-446f-8257-434141708e64","Common Services Commitment Report, Showing Alignment to the Program Alignment Architecture (PAA)"
"dfatd-maecd","15e62132-46a7-4f8c-8885-717406955257","Common Services Commitment Report, Showing Alignment to the Program Alignment Architecture (PAA)","7444c834-f585-4ad4-8579-79a41513fc97","Common Services Commitment Report, Showing Alignment to the Program Alignment Architecture (PAA)"
"pc","1658d302-39e7-465b-a0ae-1ef80994d817","Exotic Invasive Plants - Kouchibouguac","4c482cee-4aab-4b93-9a2a-adb801892ef5","Exotic Invasive Plants - Kouchibouguac - Data"
"pc","1658d302-39e7-465b-a0ae-1ef80994d817","Exotic Invasive Plants - Kouchibouguac","effd2675-fa73-4ca8-bf09-97ebb5d25fdb","Exotic Invasive Plants - Kouchibouguac - Metadata"
"pc","1658d302-39e7-465b-a0ae-1ef80994d817","Exotic Invasive Plants - Kouchibouguac","de72b1d5-acb8-47ec-b83b-1e0cd8e25bc7","Exotic Invasive Plants - Kouchibouguac - Data Dictionnary"
"pc","173006c2-d77c-43c6-a40d-b79387bafba7","Moose - Pukaskwa ","8aede14b-f766-4aa4-b551-9c478d5ffd69","Moose - Pukaskwa - Survey Data - 1 "
"pc","173006c2-d77c-43c6-a40d-b79387bafba7","Moose - Pukaskwa ","32cda235-cb3c-49ba-ace7-1670ab2821e9","Moose - Pukaskwa - Plot Information - 2"
"pc","173006c2-d77c-43c6-a40d-b79387bafba7","Moose - Pukaskwa ","fb1231f1-44c6-4dde-8c0e-cc7da439c5a1","Moose - Pukaskwa - Data Dictionary"
"pc","1767776a-38dc-44b4-a1d7-d919796b0fb0","Salamanders - Kouchibouguac","dae8e8b0-6f39-4412-a8fb-f1c007ad6a5f","Salamanders - Kouchibouguac - Metadata"
"pc","1767776a-38dc-44b4-a1d7-d919796b0fb0","Salamanders - Kouchibouguac","53f61992-c32b-4436-a366-28439a2d5226","Salamanders - Kouchibouguac - Data Dictionnary"
"pc","177f4099-8624-4c5b-98f5-dd0e96abf233","Wetland Habitat Succession Interspersion - Point Pelee","9456a080-2069-455d-8e01-caa24f3e5cf2","Wetland Habitat Succession Interspersion - Point Pelee - Monitoring Data"
"cic","17f69360-123a-4bd2-8eef-bba94468071f","Immigration, Refugees and Citizenship Canada Glossaries ","bfd6c1fb-42d9-4c2d-ae5e-4a628db7e486","IRCC - Citizenship Program Glossary"
"dnd-mdn","18beb583-8dbe-434e-ba49-970658fcd6ef","Canadian Armed Forces Equipment","3caaab28-e441-4934-89ae-f1644cc7990d","Canadian Armed Forces Equipment"
"dnd-mdn","18beb583-8dbe-434e-ba49-970658fcd6ef","Canadian Armed Forces Equipment","14dda31b-680b-4f04-b2d2-eca7f7c73fd7","Équipement des Forces armées canadiennes"
"dnd-mdn","18beb583-8dbe-434e-ba49-970658fcd6ef","Canadian Armed Forces Equipment","7f5ae59b-908a-4866-96c6-7c9f57af4a91","Canadian Armed Forces Equipment"
"pc","19090a4c-7b56-4923-9363-4da6919c5cfe","Arctic hare population size - Gros Morne","1176a57c-cd15-414e-bcc1-417a4e11225d","Arctic hare population size - Gros Morne - Data"
"pc","19090a4c-7b56-4923-9363-4da6919c5cfe","Arctic hare population size - Gros Morne","a12304fd-aec7-450e-bbce-4c04c320e9ec","Arctic hare population size - Gros Morne - Data dictionary "
"pc","192ccf66-987a-4f95-9c69-910383d9875b","Fish Community - Prince Edward Island","518a381a-a1fc-4305-aad2-2408721f283b","Fish Community - Prince Edward Island - Biodiversity Data - 1"
"pc","192ccf66-987a-4f95-9c69-910383d9875b","Fish Community - Prince Edward Island","587cf2d6-84f0-46e1-ab4f-f71aa6cd61e1","Fish Community - Prince Edward Island - American Eel Length Data 2"
"pc","192ccf66-987a-4f95-9c69-910383d9875b","Fish Community - Prince Edward Island","1af3006b-ee2a-4075-a122-6fc27e9ef3a9","Fish Community - Prince Edward Island - Data Dictionary"
"hc-sc","193f3b62-6cc3-4e25-af05-c0dddaa50bad","Canadian’s Understanding and Use of the Nutrition Facts Table: Baseline National Survey Results  ","b37f4c53-cae1-44f3-beab-82250ff87694","Canadian’s Understanding and Use of the Nutrition Facts Table: Baseline National Survey Results  "
"pc","1947229a-be15-4b10-bfdb-b2f0fc5f39e6","Bison abundance - Wood Buffalo National Park","f693704f-9702-46af-95e8-c10112d582dd","Bison abundance - Wood Buffalo"
"pc","1947229a-be15-4b10-bfdb-b2f0fc5f39e6","Bison abundance - Wood Buffalo National Park","9ab7f53c-93c3-4965-888f-b477ec3f7532","Bison abundance - Wood Buffalo - Data Dictionary"
"tc","1991fef6-9dfe-40e2-a0c6-19c60ddf4a02","Vehicle Recalls- Last 60 Days","0230f847-b1cd-4528-8584-b4b02ba9d76a","Test Dataset"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","12d25fc0-462a-45aa-9ce6-b0017d5846ff","Table 1: Number of electors and polling stations"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","349b9d4d-b453-4bd2-affe-7fbb41a1b10e","Table 3: Number of ballots cast and voter turnout"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","14b9f26e-8838-4da8-9f6b-c498fdfabe47","Table 5: Distribution of valid votes by voting method"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","b2b05fdc-508b-400b-9461-08cb2da8c2bf","Table 6: Distribution of valid votes under Special Voting Rules"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","fe797752-9dc0-42a0-a286-413ee1d4e832","Table 7: Distribution of seats by political affiliation and sex"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","f35f83d4-d333-43ed-89d9-ddead330f6f9","Table 8: Number of valid votes by political affiliation"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","358a7505-0e99-425b-acba-81204a0f0dd8","Table 10: Number of candidates by percentage of valid votes received, by political affiliation"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","fce53469-baac-4e35-adcb-8cf9883aff0c","Table 11: Voting results by electoral district"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","23253a8d-88d7-4710-8945-10ec896e5a11","Table 12: List of candidates by electoral district and individual results"
"elections","199e5070-2fd5-49d3-aa21-aece08964d18","43rd General Election: Official Voting Results","a0e55318-c04a-480d-9290-85f26ba2c5f7","Table 13: List of returning officers"
"pc","1a0a40c4-a5dc-4424-93ff-7234b30e1bea","Wetland Anthropogenic Footprint - Terra Nova","bcef286a-bd10-4350-91e1-bf2c97c23273","Wetland Anthropogenic Footprint - Terra Nova"
"esdc-edsc","1a63b19e-2a86-4d4d-a36d-93d94f813187","Canada Pension Plan (CPP) - Number of New Benefits, by Place of Residence and Benefit Type","a4d55dbf-1241-4a91-b76f-658690f24352","January 2012 - October 2025"
"pc","1adf3f2a-c940-45a4-a524-105267a52d25","Caribou - Nahanni ","b98d8d2a-e4cd-44ee-b0fc-b98237f3c175","Caribou - Nahanni - Data"
"pc","1adf3f2a-c940-45a4-a524-105267a52d25","Caribou - Nahanni ","402a5626-9e1f-4823-a2c9-c224be046d23","Caribou - Nahanni - Data dictionary"
"cbsa-asfc","1b1c2b92-b388-47d9-87d4-01aee8d3c3e4","Traveller volumes by port of entry and month","22653cdd-d1e2-4c04-9d11-61b5cdd79b4e","Traveller Volumes by Port of Entry and month"
"cbsa-asfc","1b1c2b92-b388-47d9-87d4-01aee8d3c3e4","Traveller volumes by port of entry and month","d5031871-3338-4cc7-8abb-c6ed7c7a447f","Traveller Volumes by Port of Entry and month"
"pc","1b52d557-bc53-44bc-97dd-b4d6301d967a","Coastal Species at Risk - Prince Edward Island","32f4ba8c-eea3-454e-b139-a780e3790c33","Coastal Species at Risk - Prince Edward Island - Gulf of St. Lawrence Aster data - 1"
"pc","1b52d557-bc53-44bc-97dd-b4d6301d967a","Coastal Species at Risk - Prince Edward Island","75ce2486-ce12-4232-b93f-4e82dcb54012","Coastal Species at Risk - Prince Edward Island - Piping Plover Data - 2"
"pc","1b52d557-bc53-44bc-97dd-b4d6301d967a","Coastal Species at Risk - Prince Edward Island","d46ca9a7-75d9-4f89-be42-6aad769dd735","Coastal Species at Risk - Prince Edward Island - Beach Pinweed Data - 3"
"pc","1b52d557-bc53-44bc-97dd-b4d6301d967a","Coastal Species at Risk - Prince Edward Island","429e9cb5-814a-4921-a1df-af238e25099a","Coastal Species at Risk - Prince Edward Island - Data Dictionary"
"csec-cstc","1b953875-10d8-461f-a467-d59c40f256f9","2012-2025 Population growth for the Communications Security Establishment","c5eb4bc5-ea84-4c36-bafd-e15a766ec0dc","CSV EN/FR"
"pc","1bf98033-c7be-449e-a1da-12f4503249e8","Moose Abundance - Cape Breton Highlands","1c3c0694-2f6c-428a-9753-8a47cf7fb874","Moose Abundance - Cape Breton Highlands - Stratification Data - 1"
"pc","1bf98033-c7be-449e-a1da-12f4503249e8","Moose Abundance - Cape Breton Highlands","2fca96a9-d2ef-42ec-b9fa-de38983d748b","Moose Abundance - Cape Breton Highlands - Survey Unit Standard Data - 2"
